IG_EST,IG_DEP,IG_MUN,IG_POB,IG_LAT_W84,IG_LON_W84,D_PR_PAL1,D_MI_PAL1,D_CLAS_DEP,R_RO_HUES,EdadMa_best,Moho_Z_best,Moho_Z_var,Bario_ppm_best,Azufre_ppm_best,Cromo_ppm_best,Plata_ppm_best,Bismuto_ppm_best,Mercurio_ppm_best,Antimonio_ppm_best,X,Y
Ocurrencia,Caldas,Manizales,Santagueda,5.081053,-75.6633,Oro-Au,Oro-Au,Epitermal,ROCA_SEDIMENTARIA,95.51760984444549,43.86918778247813,8.523335095964365,716.5842139714134,195.59749917998937,122.70301456429551,1.1694280993475936,0.09653538982289651,4.539490535558659e-05,0.46661097846372057,-75.6633,5.081053
Productor pasado - Subterráneo,Caldas,Manizales,Manizales,5.08466,-75.58304,Oro-Au,Oro-Au,Epitermal,ROCA_METAMÓRFICA,113.18030033810224,44.353875357678945,6.621499841560105,478.26287370962353,425.7047410294219,221.9798388286658,1.8610434256665833,0.07516102248531886,0.05637476359008163,1.095113850422854,-75.58304,5.08466
Ocurrencia,Caldas,Anserma,Neira,5.17633,-75.70942,Oro-Au,Oro-Au,Epitermal,ROCA_SEDIMENTARIA,58.16416090149967,44.128385026337696,10.01330706499281,720.537424358262,178.9229905100345,173.17781368111946,0.05114650696874907,0.1612867910638976,6.655320544988647e-05,0.42891395493895823,-75.70942,5.17633
Ocurrencia,Caldas,Manzanares,Aguabonita,5.179382,-75.16245,Cobre-Cu,Arsenopirita-FeAsS,Epitermal,ROCA_METAMÓRFICA,205.4903432629495,48.269009448875025,14.081789925370376,633.4243850739844,268.3409663278967,103.69335587532872,0.0815250834049926,0.15175300882396356,0.0025131753120576014,0.32333712079616717,-75.16245,5.179382
Ocurrencia,Caldas,Neira,Neira,5.183835,-75.644135,Oro-Au,Oro-Au,Epitermal,ROCA_SEDIMENTARIA,52.56211696223811,44.671204510907344,9.546497637246937,928.3548224499758,173.03456929808752,111.34374668560484,0.04690271551407341,0.10097872135761105,7.198795923652977e-05,0.3319167869022426,-75.644135,5.183835
Productor - Subterráneo,Caldas,Manzanares,Aguabonita,5.18466,-75.1997,Oro-Au,Oro-Au,Epitermal,ROCA_METAMÓRFICA,150.32557044992993,48.09541051505269,13.361658740387288,623.3744852732771,142.284956693878,120.4472422809735,0.24868824704651382,0.09784990529072962,0.006213719585764118,0.37528155585576384,-75.1997,5.18466
Ocurrencia,Caldas,Anserma,Neira,5.184666,-75.69831,Oro-Au,Oro-Au,Epitermal,ROCA_SEDIMENTARIA,58.781123929965105,44.262652630563906,10.011080513077307,1120.2454755214394,174.65798294692306,236.10345487867562,0.04964259839405461,0.13469358482592164,7.38262972241699e-05,0.3481333928887676,-75.69831,5.184666
Ocurrencia,Caldas,Neira,Neira,5.186885,-75.653305,Oro-Au,Oro-Au,Epitermal,ROCA_SEDIMENTARIA,52.21198862115335,44.622446374595945,9.666940801344452,970.9138701696156,175.54833475197267,114.27128288615009,0.04710147514399966,0.09299151053359105,7.262114614819945e-05,0.3301257916340508,-75.653305,5.186885
Ocurrencia,Caldas,Neira,Neira,5.189114,-75.640526,Oro-Au,Oro-Au,Epitermal,ROCA_SEDIMENTARIA,51.41861793153787,44.73637902461458,9.560521821692546,910.8923211692278,172.63569081792812,95.59309670831232,0.04140366134758755,0.10244562845539879,7.13737821566345e-05,0.32711114499144284,-75.640526,5.189114
Ocurrencia,Caldas,Neira,Neira,5.194108,-75.653305,Oro-Au,Oro-Au,Epitermal,ROCA_SEDIMENTARIA,46.64136534887892,44.67250565785601,9.728101567774669,986.5819213354491,171.84170783597688,119.2409079761569,0.03990425134705588,0.10608008699937631,7.254667480282119e-05,0.3234214910130185,-75.653305,5.194108
Ocurrencia,Caldas,Neira,Neira,5.198002,-75.636086,Oro-Au,Oro-Au,Epitermal,ROCA_SEDIMENTARIA,44.69630470815077,44.83504472980804,9.595707116918637,869.173938220674,192.50387665985184,157.53823341724606,0.03902681714693051,0.10833851889583354,0.0001018688043600479,0.42808717080585146,-75.636086,5.198002
Ocurrencia,Caldas,Neira,Neira,5.199943,-75.64414,Oro-Au,Oro-Au,Epitermal,ROCA_SEDIMENTARIA,44.90827281162355,44.78555069125285,9.688450885961885,935.840494187479,168.3091995694701,140.46697915470577,0.03910614015788373,0.10826144715182907,0.00010151141829448023,0.5457056335769761,-75.64414,5.199943
Ocurrencia,Caldas,Anserma,Neira,5.202443,-75.70303,Oro-Au,Oro-Au,Epitermal,ROCA_SEDIMENTARIA,55.765649821567926,44.33369303861471,10.145704070419752,1571.6749602834768,162.34974597903573,194.2479175733912,0.04485502503377447,0.10628560378781728,9.831081281545295e-05,0.29648070722621866,-75.70303,5.202443
Ocurrencia,Caldas,Neira,Neira,5.228282,-75.70109,Oro-Au,Oro-Au,Epitermal,ROCA_SEDIMENTARIA,58.095852866309535,44.508663009288014,10.2367974969246,2414.086339804644,162.79833163731638,160.17743090440644,0.037308632329988475,0.1636740027055099,0.00011591759970546263,0.4378044755380302,-75.70109,5.228282
Ocurrencia,Caldas,Anserma,Anserma,5.2405,-75.72331,Oro-Au,Oro-Au,Epitermal,ROCA_ÍGNEA_VOLCÁNICA,55.788535663425705,44.39086757190549,10.340821605770492,569.8681658769476,163.034075003581,301.08198408402194,0.03411278145544777,0.13616052978320137,9.725889987353593e-05,0.351710289842407,-75.72331,5.2405
Ocurrencia,Caldas,Anserma,Anserma,5.247449,-75.69969,Oro-Au,Oro-Au,Epitermal,ROCA_ÍGNEA_PLUTÓNICA,62.8041820833495,44.64108143885943,10.25770248724569,1458.6937648831936,161.07717453326273,121.23368224531995,0.034696437882245044,0.23062069358392565,0.00011466888492857736,0.49857885170841887,-75.69969,5.247449
Ocurrencia,Caldas,Neira,Irra,5.248558,-75.694145,Oro-Au,Oro-Au,Epitermal,ROCA_ÍGNEA_PLUTÓNICA,65.8399585298973,44.6971992978733,10.230214377605932,1577.1128918666966,163.0385763701506,132.44800063904282,0.03494498487583723,0.25354025335231634,0.00014958147720787288,0.7605434061718106,-75.694145,5.248558
Ocurrencia,Caldas,Neira,Irra,5.251331,-75.6772,Oro-Au,Oro-Au,Epitermal,ROCA_ÍGNEA_PLUTÓNICA,67.79672541548689,44.86552999720516,10.130516591786277,1279.9488931986757,160.6987525529415,236.02610476550927,1.094945959176418,0.21828017824913684,0.00016063953426921618,0.5667462087466117,-75.6772,5.251331
Productor pasado - Subterráneo,Caldas,Anserma,Anserma,5.26799,-75.76639,Oro-Au,Oro-Au,Epitermal,ROCA_ÍGNEA_PLUTÓNICA,54.302316917574935,44.151866811637035,10.35033844085846,489.7408685341416,190.33110936799304,630.5554980655759,0.038124823153263224,0.12395550987553741,5.227616013884633e-05,0.4243684362258767,-75.76639,5.26799
Ocurrencia,Caldas,Filadelfia,Filadelfia,5.268909,-75.542354,Mercurio-Hg,Mercurio-Hg,Epitermal,ROCA_ÍGNEA_VOLCÁNICA,63.429223645766854,46.19923134499308,9.091058962973982,908.732340413543,1273.3707106440631,169.90705931844653,0.5940285154225668,0.1190358762739526,0.0002020713837225954,0.7374136957471125,-75.542354,5.268909
Ocurrencia,Caldas,Filadelfia,Filadelfia,5.276404,-75.546159,Mercurio-Hg,Mercurio-Hg,Epitermal,ROCA_ÍGNEA_VOLCÁNICA,56.577062188522234,46.231569571565146,9.063182670531194,889.2995102670658,1358.3084594039904,193.04050755743665,0.5584473368124695,0.11824262623418823,0.00019618784915692206,0.7194276027974622,-75.546159,5.276404
Ocurrencia,Caldas,Filadelfia,Filadelfia,5.284331,-75.55432,Mercurio-Hg,Mercurio-Hg,Epitermal,ROCA_ÍGNEA_PLUTÓNICA,42.27023034693255,46.227619291045215,9.044366571182998,825.2303268959507,1418.1379806137563,849.7869011712179,0.5410370861633845,0.11681535800023352,0.00018678930085535664,0.6732456414773955,-75.55432,5.284331
Prospecto,Risaralda,Quinchía,Quinchía,5.294444,-75.6925,Oro-Au,Pirita-FeS2,Epitermal,ROCA_ÍGNEA_PLUTÓNICA,71.53534680648393,45.01240182452084,10.108587392995116,890.9945973687383,174.25616512302125,189.19472008198966,5.719820703429775,0.402870522921442,0.00017313638150927865,1.0402959893650219,-75.6925,5.294444
Ocurrencia,Caldas,Marulanda,Marulanda,5.3155,-75.32941,Oro-Au,Oro-Au,Epitermal,ROCA_SEDIMENTARIA,134.73861186051448,48.476977548925426,10.197976346396944,732.1350242957998,134.7508227767349,81.77871862228078,0.0679792559376765,0.1089433798840231,0.04258277897563474,0.8164042357270672,-75.32941,5.3155
Ocurrencia,Caldas,Marquetalia,Victoria,5.31901,-74.961596,Cobre-Cu,Pirita-FeS2,Epitermal,ROCA_METAMÓRFICA,75.820654383811,50.3933237529255,11.684435962142011,634.3442009367635,147.65165873373297,112.03151971895046,0.28241157095886726,0.22947424804049463,0.004893807256134593,0.7868291718076194,-74.961596,5.31901
Ocurrencia,Caldas,Aranzazu,Aranzazu,5.320167,-75.50263,Mercurio-Hg,Mercurio-Hg,Epitermal,ROCA_ÍGNEA_VOLCÁNICA,60.02076701681377,47.026449512490984,8.358491117356468,891.9007373198356,2129.7840245539346,150.80171950457472,0.13877324589498025,0.14075747992433324,0.0003752444215239282,1.4531724100903134,-75.50263,5.320167
Productor pasado - Subterráneo,Caldas,Aranzazu,Aranzazu,5.320639,-75.502531,Mercurio-Hg,Mercurio-Hg,Epitermal,ROCA_ÍGNEA_VOLCANICLÁSTICA,59.95906506782556,47.03177700873628,8.349033775170982,884.594344361569,2127.957144105852,149.03876559252473,0.13877367633775745,0.1405186033323954,0.00038675604978344465,1.454787997479694,-75.502531,5.320639
Ocurrencia,Caldas,Aranzazu,Aranzazu,5.320711,-75.50279,Mercurio-Hg,Mercurio-Hg,Epitermal,ROCA_ÍGNEA_VOLCÁNICA,59.825116539154784,47.03005635239679,8.347550762975404,885.129511717206,2129.136196653723,147.95368115363132,0.1387248601072827,0.1404996725273812,0.00038964831255334457,1.4518622775009282,-75.50279,5.320711
Ocurrencia,Caldas,Riosucio,Quinchia,5.340226,-75.63802,Oro-Au,Oro-Au,Epitermal,ROCA_SUBVOLCÁNICA_HIPOABISAL,12.288159665461999,45.8849418817016,9.203518727218714,282.0678058965816,822.2653754067071,113.30749458713072,0.9456459318265248,0.10274344408164159,1.580799638129574e-05,0.6838540682202894,-75.63802,5.340226
Ocurrencia,Caldas,Filadelfia,La Felisa,5.358275,-75.60692,Oro-Au,Oro-Au,Epitermal,ROCA_SEDIMENTARIA,8.090863322206388,46.3481346358893,8.472055128553883,139.95513101456444,1726.0226590618272,196.09936527732236,0.16429445879844898,0.10520226969472372,9.443237715159902e-05,0.6418315321316199,-75.60692,5.358275
Productor pasado - Subterráneo,Caldas,Riosucio,Riosucio,5.386923,-75.75627,Antimonio-Sb,Estibina o Antimonita-Sb2S3,Epitermal,ROCA_ÍGNEA_VOLCANICLÁSTICA,37.101106899802915,44.90315959648518,9.62410980139999,239.6649969471205,445.2417709857368,67.61627227105893,0.11036615616191227,0.10644100116250818,0.00010949265139715802,0.4102837533548258,-75.75627,5.386923
Ocurrencia,Caldas,Riosucio,Mistrató,5.395224,-75.852196,Oro-Au,Oro-Au,Epitermal,ROCA_ÍGNEA_PLUTÓNICA,63.34746723205008,43.793301100124665,8.551260795885934,190.53037547707208,878.0416790332107,260.26416010249056,0.0997030284387458,0.11743035930444354,0.001198856383853347,0.29481215979094877,-75.852196,5.395224
Ocurrencia,Caldas,Salamina,San Félix,5.413,-75.395515,Oro-Au,Oro-Au,Epitermal,ROCA_SEDIMENTARIA,86.70207081528524,48.91781772964306,7.309118337529853,722.7800719970966,1261.0315605779863,112.54653070108924,1.356925505684707,0.16360540923274022,0.037575154596965955,2.67808879655957,-75.395515,5.413
Ocurrencia,Caldas,Salamina,Salamina,5.41799,-75.49971,Plata-Ag,Pirita-FeS2,Epitermal,ROCA_ÍGNEA_VOLCÁNICA,64.2128530541561,47.978258495262985,5.025036478192549,386.30210174350634,2167.607160820835,65.01770036361252,0.34366848488430424,0.10063643623314737,0.008918021665843209,5.566980341842042,-75.49971,5.41799
Productor pasado - Subterráneo,Caldas,Riosucio,Ríosucio,5.436988,-75.699845,Oro-Au,Oro-Au,Epitermal,ROCA_ÍGNEA_VOLCANICLÁSTICA,18.634005759810506,45.902432315331865,8.932985129187264,236.22724024468903,837.751465809371,41.652321789385766,0.23021401637866026,0.11674691670846395,0.0003648116519282661,2.014418404963228,-75.699845,5.436988
Productor pasado - Subterráneo,Caldas,Riosucio,Ríosucio,5.450945,-75.69968,Oro-Au,Oro-Au,Epitermal,ROCA_SUBVOLCÁNICA_HIPOABISAL,17.83861357170742,46.00283322676856,8.833868764404542,204.4848165488082,1109.6609196439965,51.64463768477383,0.23864422885986714,0.1369947030857916,0.01799000708285142,2.3096951001289376,-75.69968,5.450945
Productor - Subterráneo,Caldas,Marmato,Marmato,5.474,-75.601,Oro-Au,Oro-Au,Epitermal,ROCA_ÍGNEA_VOLCÁNICA,42.33847135634778,47.39322453310757,6.027178759121556,202.94920394478967,1997.2703846835132,86.52202619251771,6.13333333248932,0.9409589113497301,0.0004638927795568636,5.527112875962411,-75.601,5.474
Ocurrencia,Caldas,Marmato,Marmato,5.48,-75.61,Oro-Au,Oro-Au,Epitermal,ROCA_SUBVOLCÁNICA_HIPOABISAL,20.005900922845598,47.338637012997474,6.329851097995134,187.05052868558104,2866.5462967012827,66.34752963409206,3.300550749531514,0.5526966225736305,0.008588555957963501,3.9847996989751744,-75.61,5.48
Productor pasado - Subterráneo,Caldas,Aguadas,Pácora,5.48464,-75.3497,Oro-Au,Galena-PbS,Epitermal,ROCA_ÍGNEA_PLUTÓNICA,86.94483056646479,50.043637678843034,7.671343534752831,705.4804944713106,251.05298363996584,70.75441901237774,0.5492256735090109,0.2389077175787169,0.028459168939080827,1.829566006574224,-75.3497,5.48464
Productor pasado - Subterráneo,Caldas,Aguadas,Pácora,5.493835,-75.3394,Oro-Au,Oro-Au,Epitermal,ROCA_ÍGNEA_PLUTÓNICA,92.41100221366693,50.22108466852726,7.920464990237361,659.0587188056644,253.30585698974272,74.17103897911574,0.31853012932270286,0.2986854599443127,0.028982207788419843,0.7386578797948969,-75.3394,5.493835
Ocurrencia,Caldas,Pácora,Pácora,5.503001,-75.5233,Oro-Au,Oro-Au,Epitermal,ROCA_ÍGNEA_VOLCÁNICA,66.59737620121503,48.543631739702704,1.659346632754703,1528.5505717791098,2423.1115454601118,101.05448938938844,1.206267509194946,0.15972028483195047,0.13880005327961512,2.510231032087517,-75.5233,5.503001
Ocurrencia,Antioquia,Andes,La Mesenia,5.520984,-75.908668,Oro-Au,,Epitermal,ROCA SEDIMENTARIA,20.427379891387897,43.45956103132311,5.570279027921793,759.8309649801581,403.1648265970086,164.7217549485277,68.09091415374893,0.25652162723643307,0.11537657941830803,4.4584024648368,-75.908668,5.520984
Productor pasado - Subterráneo,Caldas,Pácora,Miraflores,5.548006,-75.565796,Plata-Ag,Oro-Au,Epitermal,ROCA_SUBVOLCÁNICA_HIPOABISAL,18.765724703566118,48.498931320105726,4.996637849873189,211.62330222763268,2404.3658316204246,46.19765757572338,2.0419300522938455,1.1928542824038253,0.005477799993166176,3.7460902169884434,-75.565796,5.548006
Ocurrencia,Antioquia,Andes,La Borraja,5.549473,-75.90873,Oro-Au,,Epitermal,ROCA SEDIMENTARIA,15.729710088062859,43.5671027473839,6.013273737759444,891.8064508584871,301.1640873279937,146.24444711378925,164.9226688486767,0.27152885529287185,0.051148378968170954,8.893639727213536,-75.90873,5.549473
Ocurrencia,Antioquia,Andes,La Avanzada,5.549692,-75.896268,Oro-Au,Pirita-FeS2,Epitermal,ROCA SEDIMENTARIA,15.903202296570752,43.75737141943297,6.468153851573854,991.6855720424579,677.1218568685548,127.98442095303227,87.28064302075366,0.43904334257713024,0.03471773275357427,21.761784510100227,-75.896268,5.549692
Productor - Subterráneo,Antioquia,Andes,La Avanzada,5.55013,-75.898171,Oro-Au,Pirita-FeS2,Epitermal,ROCA SEDIMENTARIA,15.859322751127836,43.730164365332335,6.40869842749157,978.2887652034472,602.2510135007634,127.14823785537305,96.82749177211136,0.41443052476475845,0.04051938688301218,17.585642917123465,-75.898171,5.55013
Ocurrencia,Caldas,Pácora,Pácora,5.55179,-75.489449,Mercurio-Hg,Mercurio-Hg,Epitermal,ROCA_ÍGNEA_PLUTÓNICA,74.05261659375037,49.41333386555494,3.476940657403793,658.2091780083942,1386.9387085996268,184.6692297520694,0.2908645244836524,0.10192956435938101,0.25761529042876424,0.9585734292644048,-75.489449,5.55179
Productor pasado - Subterráneo,Caldas,Aguadas,Marmato,5.552862,-75.575516,Plata-Ag,Oro-Au,Epitermal,ROCA_METAMÓRFICA,6.206943411210074,48.42655789060151,5.503401784966055,157.7559722239319,1629.8724665760235,38.65955323276485,1.4931312154461567,1.4713693911217718,0.00037096905217472555,3.024846377005739,-75.575516,5.552862
Productor pasado - Subterráneo,Antioquia,Andes,La Borraja,5.555676,-75.909358,Oro-Au,,Epitermal,ROCA SEDIMENTARIA,15.401512639835977,43.5821513517691,6.12127689845635,990.8326426246426,489.33445782149295,119.97535329190818,127.06219627200018,0.37032098289556475,0.05269178746316852,8.817134112739279,-75.909358,5.555676
Productor - Subterráneo,Antioquia,Andes,Reserva Forestal,5.556553,-75.937095,Oro-Au,Pirita-FeS2,Epitermal,ROCA ÍGNEA PLUTÓNICA,14.634866883710332,43.167836038400765,5.146011210507875,768.6579411261636,1227.2481424720736,162.83319008017182,2570.6692268313063,2.5988913765544486,1.6308272790510356,11.213159592714067,-75.937095,5.556553
Productor - Subterráneo,Antioquia,Andes,Reserva Forestal,5.560073,-75.938802,Oro-Au,Arsenopirita-FeAsS,Epitermal,ROCA ÍGNEA PLUTÓNICA,14.38966620932072,43.15583934136196,5.201261928098752,788.542690140981,1224.6822783285152,172.77246590115737,2709.1341192689783,2.6336374148983364,1.6325108247060425,13.692249007405085,-75.938802,5.560073
Ocurrencia,Antioquia,Andes,San Antonio,5.580549,-75.896604,Oro-Au,,Epitermal,ROCA SEDIMENTARIA,13.202946864942675,43.879872528109175,7.071302344513519,1130.1915141955071,343.0366796252205,128.73787211264474,162.77921094994676,0.2939475808256713,0.027834817901336985,7.152166861318455,-75.896604,5.580549
Prospecto,Caldas,Aguadas,El Jordán,5.581554,-75.525152,Plata-Ag,Plata-Ag,Epitermal,ROCA_ÍGNEA_PLUTÓNICA,74.75579508236477,49.32273571524723,5.175654553665456,755.8566202254481,1817.3917071618341,116.93608092098516,0.5792747117732466,0.1769111171670989,0.5266915318531179,1.518403269490246,-75.525152,5.581554
Productor pasado - Subterráneo,Antioquia,Andes,Reserva Forestal,5.581628,-75.965771,Oro-Au,Pirita-FeS2,Epitermal,ROCA ÍGNEA PLUTÓNICA,11.734399439426857,42.842198197855176,5.334542855388065,487.7615063979713,1182.2344835688832,114.47439003480764,2.1588906251727518,0.8578239576454596,0.16354816401572658,2.5628120540166934,-75.965771,5.581628
Ocurrencia,Antioquia,Andes,San Antonio,5.590575,-75.918882,Oro-Au,,Epitermal,ROCA SEDIMENTARIA,12.593695102923776,43.574946299478825,6.7240242231939025,1025.4128270952601,1015.9211738278963,123.85299923834916,260.82548066184347,0.9226918420402932,0.02274617458545646,7.047605159300498,-75.918882,5.590575
Productor pasado - Subterráneo,Antioquia,Andes,La Soledad,5.590788,-75.927641,Oro-Au,Pirita-FeS2,Epitermal,ROCA SEDIMENTARIA,12.364312908310337,43.441422408659584,6.511647110630223,800.9851224642858,1758.451660501914,109.61313076755431,341.1553080659103,1.6537186923883012,0.023535328718748857,9.318073123134221,-75.927641,5.590788
Productor pasado - Subterráneo,Antioquia,Valparaíso,Valparaiso,5.591746,-75.63433,Oro-Au,Oro-Au,Epitermal,ROCA_SUBVOLCÁNICA_HIPOABISAL,23.355206700918195,48.00672988853093,8.060472958610106,256.1114432686698,5857.399374329487,37.8061964253705,0.6212995914755374,0.6867386239524815,0.0011911982916190077,6.4354158427643515,-75.63433,5.591746
Productor pasado - Subterráneo,Antioquia,Valparaíso,Valparaiso,5.591933,-75.62194,Oro-Au,Oro-Au,Epitermal,ROCA_SUBVOLCÁNICA_HIPOABISAL,24.065645713418714,48.18246859602071,7.780168002260097,233.78294917430213,3389.6527303713624,45.649721648228855,0.7154273022488709,0.8855056586932841,0.00043373432368785513,13.035790536645171,-75.62194,5.591933
Productor pasado - Subterráneo,Antioquia,Valparaíso,Valparaiso,5.592814,-75.62743,Oro-Au,Oro-Au,Epitermal,ROCA_SUBVOLCÁNICA_HIPOABISAL,24.44884120091443,48.11364999049638,7.923402419487507,243.66684325493952,4866.942448118682,25.17474853579883,0.6950523885695052,0.9762839686570146,0.0001693423565290084,2.6000786975871524,-75.62743,5.592814
Productor pasado - Subterráneo,Antioquia,Andes,Reserva Forestal,5.593879,-75.97844,Oro-Au,Pirita-FeS2,Epitermal,ROCA ÍGNEA PLUTÓNICA,11.238828425210517,42.70507917602859,5.702656438316589,447.9110689298629,1524.6255610244655,166.52318785910524,0.5154290750721365,0.8950692097559687,0.10665778518570491,3.11412767225108,-75.97844,5.593879
Productor pasado - Subterráneo,Antioquia,Valparaíso,Valparaiso,5.594754,-75.62224,Oro-Au,Oro-Au,Epitermal,ROCA_ÍGNEA_VOLCÁNICA,24.367435811985594,48.20400271745171,7.8395020199152405,241.68206353025812,4197.960587354861,42.49447424916112,0.7172101196872749,0.9375056807983732,0.0008042450257721561,9.087527307598092,-75.62224,5.594754
Productor - Subterráneo,Antioquia,Andes,Reserva Forestal,5.596861,-75.955306,Oro-Au,,Epitermal,ROCA ÍGNEA PLUTÓNICA,11.531782258568727,43.04839944594125,6.13110316547973,475.7662404685217,2899.8736315328238,128.28374323030422,9.986860217240478,2.931806465457232,0.03151655564080424,9.097913966139878,-75.955306,5.596861
Productor - Subterráneo,Antioquia,Andes,San Agustín,5.597083,-75.947111,Oro-Au,,Epitermal,ROCA ÍGNEA PLUTÓNICA,11.726646585193073,43.17072292390442,6.288706651500482,434.2607241923725,7306.144184094982,117.82989808027186,13.510907099230208,3.944757416705358,0.008536480764407519,14.043348623867459,-75.947111,5.597083
Productor pasado - Subterráneo,Antioquia,Andes,La Soledad,5.601583,-75.931806,Oro-Au,,Epitermal,ROCA SEDIMENTARIA,11.43233036953137,43.41854092122062,6.748037310029329,754.3954197757084,1304.2659698650464,101.39366428863406,4.749036952731376,1.3238920111751378,0.012392941235372852,5.351485275149207,-75.931806,5.601583
Productor - Subterráneo,Antioquia,Andes,La Soledad,5.602595,-75.930427,Oro-Au,,Epitermal,ROCA SEDIMENTARIA,11.453234157140948,43.44342252630609,6.8079381423246685,783.3231229758447,1158.275486555748,103.61203310520163,4.242951015041164,1.2106080729485376,0.011734963716846132,4.6610052799033355,-75.930427,5.602595
Ocurrencia,Antioquia,Andes,Reserva Forestal,5.604718,-75.949305,Oro-Au,,Epitermal,ROCA ÍGNEA PLUTÓNICA,11.078690940520934,43.165144127949816,6.517419465734042,627.9430732674324,1712.297039350398,102.71161786835536,13.835906598657209,1.59184189896133,0.024826233602541152,13.195485959939878,-75.949305,5.604718
Ocurrencia,Antioquia,Andes,Reserva Forestal,5.605054,-75.950153,Oro-Au,Pirita-FeS2,Epitermal,ROCA ÍGNEA PLUTÓNICA,11.06027099284134,43.15365075977199,6.515012395847113,637.8498891821188,1713.0833310229427,102.96870120612904,13.67449508326356,1.598270125712511,0.027157844760815918,12.798798535576918,-75.950153,5.605054
Productor pasado - Subterráneo,Antioquia,Andes,La Soledad,5.608306,-75.923111,Oro-Au,,Epitermal,ROCA SEDIMENTARIA,11.577656412849086,43.577662808019554,7.125935886166574,1006.5296523214529,490.2535383487888,90.31164434500279,0.8022773803307468,0.7295413570058508,0.009788625140566939,3.0534387697996155,-75.923111,5.608306
Ocurrencia,Antioquia,Andes,La Clara,5.610284,-75.905117,Oro-Au,,Epitermal,ROCA SEDIMENTARIA,11.963150090886622,43.86743862706216,7.551724855342475,1034.9168695105402,349.84049154309804,87.58454567474205,2.0901665814779062,0.3309024959752171,0.032239852258192786,3.507286472140919,-75.905117,5.610284
Productor pasado - Subterráneo,Antioquia,Andes,Egipto,5.612491,-75.909986,Oro-Au,Pirita-FeS2,Epitermal,ROCA SEDIMENTARIA,11.85751976805353,43.79913995333492,7.504420644638195,1086.363915605193,341.0412222756598,87.50796474836035,0.4569410663550171,0.3367685408370636,0.02883321834081453,5.674001241955857,-75.909986,5.612491
Productor pasado - Subterráneo,Antioquia,Andes,San Agustín,5.614292,-75.926182,Oro-Au,Pirita-FeS2,Epitermal,ROCA SEDIMENTARIA,11.488738445692427,43.55223876770376,7.233787661238302,956.5376141544855,423.5504585003224,96.64894103355208,0.6256608467307584,0.5766295280027204,0.13999454224347113,3.135219229161887,-75.926182,5.614292
Productor pasado - Subterráneo,Antioquia,Andes,San Agustín,5.622309,-75.928141,Oro-Au,,Epitermal,ROCA SEDIMENTARIA,11.420892428938824,43.550834893754754,7.421463672186456,962.2896270987274,152.49447425817058,78.38216208436609,0.3644228826527367,0.23278928827613712,0.256631936040647,2.249656227142897,-75.928141,5.622309
Productor pasado - Subterráneo,Antioquia,Andes,San Agustín,5.630247,-75.942078,Oro-Au,,Epitermal,ROCA ÍGNEA PLUTÓNICA,11.397095544487732,43.36207271650738,7.43517003473834,1371.8074846087634,156.4727522653609,80.08478503619432,0.4910367962217655,0.2063704342189213,0.17537127551928938,2.3044756518954834,-75.942078,5.630247
Ocurrencia,Antioquia,Andes,La Piedra,5.637197,-75.941661,Oro-Au,Pirita-FeS2,Epitermal,ROCA SEDIMENTARIA,11.421270658559584,43.391267065342284,7.634282924297424,1214.1260408431044,193.31232329447818,71.20693677250512,0.35704086533965257,0.19026936090775162,0.17577952507996686,2.1229911203666214,-75.941661,5.637197
Ocurrencia,Antioquia,Andes,La Piedra,5.637731,-75.942157,Oro-Au,Pirita-FeS2,Epitermal,ROCA SEDIMENTARIA,11.40588686493586,43.38529507024038,7.642825707270613,1205.4938251027986,195.8229216783831,69.70686577768559,0.3557229398881005,0.18984974871658103,0.16775697868734843,2.1070256214111946,-75.942157,5.637731
Productor pasado - Subterráneo,Antioquia,Andes,La Piedra,5.637948,-75.941958,Oro-Au,Pirita-FeS2,Epitermal,ROCA SEDIMENTARIA,11.413729625039196,43.38908064641196,7.651071797343626,1206.8977445904386,196.7307917126569,69.49050919630253,0.35365783758198144,0.1896452536965503,0.16926219630867997,2.103518197184283,-75.941958,5.637948
Productor pasado - Subterráneo,Antioquia,Andes,La Piedra,5.638425,-75.941036,Oro-Au,Pirita-FeS2,Epitermal,ROCA SEDIMENTARIA,11.44815266210157,43.40493654253707,7.674931391026608,1224.736779756071,199.14417916736443,69.09237863985442,0.34780406074604214,0.1890976051456491,0.17876557245939173,2.1009818188199607,-75.941036,5.638425
Ocurrencia,Antioquia,Andes,La Piedra,5.63848,-75.941352,Oro-Au,Pirita-FeS2,Epitermal,ROCA SEDIMENTARIA,11.437280507035032,43.40020276554528,7.672627057089818,1212.5863809927616,199.2213658178156,68.95786995724207,0.3483128235621104,0.18921910362962885,0.17442757744547044,2.0969443804774497,-75.941352,5.63848
Ocurrencia,Antioquia,Andes,La Piedra,5.639934,-75.940591,Oro-Au,,Epitermal,ROCA SEDIMENTARIA,11.471276094224539,43.416715510241744,7.720389567570794,1241.7478328789498,206.63401639460903,67.33931567359224,0.3373545890907248,0.188486509066782,0.19154458189398726,2.1091608980421994,-75.940591,5.639934
Ocurrencia,Antioquia,Andes,La Piedra,5.642589,-75.943456,Oro-Au,,Epitermal,ROCA SEDIMENTARIA,11.386692911011238,43.38055684524608,7.757707392633038,1147.7694124957732,206.97679376988276,61.22039957872823,0.3338665718704355,0.19087423115524776,0.1292743135822677,1.9186891435426434,-75.943456,5.642589
