IG_EST,IG_DEP,IG_MUN,IG_POB,IG_LAT_W84,IG_LON_W84,D_PR_PAL1,D_MI_PAL1,D_CLAS_DEP,R_RO_HUES,EdadMa_best,Moho_Z_best,Moho_Z_var,Bario_ppm_best,Azufre_ppm_best,Cromo_ppm_best,Plata_ppm_best,Bismuto_ppm_best,Mercurio_ppm_best,Antimonio_ppm_best,X,Y
Productor pasado - Cielo abierto,Antioquia,Abejorral,Purina,5.711906,-75.438735,Oro-Au,Pirita-FeS2,Epitermal,ROCA METAMÓRFICA,186.27892371047957,51.66208078237353,9.017772887083272,935.8898302061029,800.1574500017615,136.95451649008237,0.6306338446134933,0.27089728364524496,0.09742941719615451,7.028750444704826,-75.438735,5.711906
Productor pasado - Subterráneo,Antioquia,Abejorral,Purina,5.71868,-75.441458,Oro-Au,Oro-Au,Epitermal,ROCA METAMÓRFICA,181.1354414757425,51.711502283311255,9.057900738329765,963.2931320867984,924.5970792009948,127.5215729998237,0.7144779123172217,0.2728485282969036,0.1049022476379981,8.088870372509327,-75.441458,5.71868
Prospecto,Antioquia,Titiribí,Vereda Otramina,6.065138,-75.802864,Oro-Au,Oro-Au,Epitermal,ROCA_SUBVOLCÁNICA_HIPOABISAL,30.59606157742917,46.72088811966566,8.884751790338226,107.19184634424366,576.715212068321,67.97444159803182,0.7644900991943981,0.5752273710816357,0.00011741383098429218,3.5401438345849217,-75.802864,6.065138
Productor - Subterráneo,Antioquia,Titiribí,Vereda El Zancudo,6.087459,-75.79489,Oro-Au,Oro-Au,Epitermal,ROCA_METAMÓRFICA,76.07668236300772,46.870948854884524,9.159027967982688,62.80761023267885,2170.09993359901,65.65346759166515,1.607336476047774,0.16799057590022792,0.0002548967886673894,13.12929962753281,-75.79489,6.087459
Productor pasado - Subterráneo,Antioquia,Alejandría,La Pava,6.330607,-75.085156,Oro-Au,,Epitermal,ROCA ÍGNEA PLUTÓNICA,81.00582096633423,51.696904554550485,8.646057293875234,672.1858961448605,190.34344378931962,92.34229255643197,2.2667177321701004,0.266757848484771,4.363825033480967e-05,0.711881134599185,-75.085156,6.330607
Productor pasado - Subterráneo,Antioquia,Anzá,Anzá,6.337285,-75.88971,Oro-Au,Oro-Au,Epitermal,ROCA_ÍGNEA_VOLCANICLÁSTICA,234.63618661668923,43.92443420559176,8.842668710737454,127.85047208661307,479.2669207969034,86.45206063005405,0.10610777159910459,0.09164810174803167,0.0007864580137268663,2.9729683639180187,-75.88971,6.337285
Productor pasado - Subterráneo,Antioquia,Alejandría,Tocaima,6.374374,-75.127264,Oro-Au,Pirita-FeS2,Epitermal,ROCA ÍGNEA PLUTÓNICA,79.63325884163825,51.34668778976217,8.478957035064038,625.0298987371177,213.7779774518254,87.59407845513583,2.5956195792503722,0.5483946865485236,4.668166048724347e-05,0.6834283819999943,-75.127264,6.374374
Productor pasado - Subterráneo,Antioquia,Alejandría,San Lorenzo,6.386737,-75.046404,Oro-Au,Pirita-FeS2,Epitermal,ROCA ÍGNEA PLUTÓNICA,63.99477976010041,51.12684664866828,6.732125619217567,469.0655981043647,212.2336279834107,68.54480543426753,2.124589884066078,0.1105681697872205,4.6388438821261714e-05,0.6838183182347086,-75.046404,6.386737
Productor pasado - Subterráneo,Antioquia,Alejandría,San Miguel,6.388041,-75.073971,Oro-Au,,Epitermal,ROCA ÍGNEA PLUTÓNICA,75.88059610957154,51.155482039309746,7.164860740446527,640.6301987547005,213.07174951340005,49.35626491338718,2.2006129644768055,0.31033586031550925,4.65328657483731e-05,0.683768688398028,-75.073971,6.388041
Productor pasado - Subterráneo,Antioquia,Alejandría,San Miguel,6.395294,-75.063591,Oro-Au,Pirita-FeS2,Epitermal,ROCA ÍGNEA PLUTÓNICA,75.47237255011356,51.07307733573421,6.745668186839126,629.2633708788499,213.0603713164178,43.18264018106181,2.1581813368839913,0.25772367901190035,4.6514623903841854e-05,0.6839649855189007,-75.063591,6.395294
Productor - Subterráneo,Antioquia,Abriaquí,Piedras,6.627685,-76.143682,Oro-Au,Pirita-FeS2,Epitermal,ROCA SEDIMENTARIA,29.213569393784407,38.61150243426299,8.804814457166025,457.01176843904574,161.94902662199738,142.00231492154654,0.22382960616351733,0.08957365772682974,0.09730714240433178,0.9162583973618631,-76.143682,6.627685
Productor pasado - Subterráneo,Antioquia,Abriaquí,Santa Teresa,6.635903,-76.13074,Oro-Au,Oro-Au,Epitermal,ROCA SEDIMENTARIA,29.5477302938804,38.77860370978927,8.72676340901101,417.8564527693853,216.28773996949448,148.51601818006318,0.23518006489060242,0.0948618540824324,0.0954222264997869,0.8454749565128511,-76.13074,6.635903
Productor pasado - Subterráneo,Antioquia,Abriaquí,Potreros,6.657979,-76.094731,Oro-Au,Pirita-FeS2,Epitermal,ROCA SEDIMENTARIA,35.152795363875654,39.2431908458441,8.576793980072376,492.2067418656186,256.62145552316906,157.80710724816026,0.37192743983653026,0.1028402065219588,0.08930101992004831,0.7548652691014988,-76.094731,6.657979
Productor - Subterráneo,Antioquia,Abriaquí,Potreros,6.676438,-76.044099,Oro-Au,Pirita-FeS2,Epitermal,ROCA ÍGNEA PLUTÓNICA,45.01768310235678,39.92595300987056,8.402391099586728,799.9738590594421,2054.7163620028914,67.96071914675782,4.212281106479707,1.7151106615249787,0.12422688615544689,1.7484649409247544,-76.044099,6.676438
Prospecto,Antioquia,Buriticá,Vereda El Naranjo,6.678514,-75.90163,Oro-Au,<Nulo>,Epitermal,ROCA_ÍGNEA_VOLCÁNICA,45.490934802408354,42.00864792754338,8.940616243002534,355.1240923470017,2061.9189909922557,48.67090288995165,0.8420423298132137,0.14417877114048858,0.0024696980616081073,3.35543622061993,-75.90163,6.678514
Productor - Subterráneo,Antioquia,Abriaquí,Santa Teresa,6.682584,-76.044124,Oro-Au,Pirita-FeS2,Epitermal,ROCA ÍGNEA PLUTÓNICA,44.75501947795209,39.90601821228581,8.515153188834509,780.7873158186453,3180.714240784474,70.86887927759494,5.822646412410158,2.5460428250520986,0.12581936755745446,2.2454190876591817,-76.044124,6.682584
Productor pasado - Subterráneo,Antioquia,Abriaquí,Santa Teresa,6.68915,-76.051924,Oro-Au,Pirita-FeS2,Epitermal,ROCA ÍGNEA PLUTÓNICA,45.81749959195448,39.772445911405164,8.676359669143531,747.7422791521003,7165.585873371922,83.08994717465455,8.729040128631354,5.62145613950208,0.12241982765673397,3.8307800224721444,-76.051924,6.68915
Productor pasado - Subterráneo,Antioquia,Abriaquí,Potreros,6.689399,-76.057438,Oro-Au,Pirita-FeS2,Epitermal,ROCA SEDIMENTARIA,44.964226700567515,39.69212661221471,8.720615510956415,739.8226170956898,4917.556744944816,89.27055077224382,6.788062371181839,3.8558006098933184,0.11890300325510823,2.7895616792280347,-76.057438,6.689399
Productor - Subterráneo,Antioquia,Abriaquí,Santa Teresa,6.693289,-76.056279,Oro-Au,Pirita-FeS2,Epitermal,ROCA SEDIMENTARIA,45.4295479435333,39.696945307456765,8.768803100930976,714.4848374057622,8289.88294730936,82.5448629547832,9.040411995386508,6.446683971693337,0.12149276573534795,4.417884033405575,-76.056279,6.693289
Productor - Subterráneo,Antioquia,Abriaquí,Santa Teresa,6.695451,-76.058005,Oro-Au,Pirita-FeS2,Epitermal,ROCA SEDIMENTARIA,45.312529323002074,39.66555343767513,8.811348395719115,681.6191151113576,6045.377248383623,81.80734002435534,7.47650351182542,4.798360997707144,0.11983622995743191,3.58004063973003,-76.058005,6.695451
Prospecto,Antioquia,Buriticá,Vereda Los Asientos,6.695978,-75.910656,Oro-Au,<Nulo>,Epitermal,ROCA_SUBVOLCÁNICA_HIPOABISAL,27.446035749916955,41.793859125640445,9.073585334445438,142.08989706319005,4105.115562453739,29.042655261990628,0.35347876237712245,0.2041293305152243,0.034811775849119576,10.471489615929592,-75.910656,6.695978
Prospecto,Antioquia,Buriticá,Vereda El Naranjo,6.697939,-75.90625,Oro-Au,<Nulo>,Epitermal,ROCA_SUBVOLCÁNICA_HIPOABISAL,15.448523406319858,41.84789222609654,9.136893866151311,227.51980181766683,2625.7528335027987,28.068983920142603,0.7910233547652757,0.2793253799444221,0.009426760436437445,8.278865477167823,-75.90625,6.697939
Productor - Subterráneo,Antioquia,Abriaquí,Santa Teresa,6.70125,-76.04972,Oro-Au,Oro-Au,Epitermal,ROCA SEDIMENTARIA,46.98178484555844,39.76658349254793,8.83077591040432,724.3870831365039,6235.855295137933,87.43031644495076,9.515006943574953,6.805164781270277,0.11398147707289934,4.575672224978459,-76.04972,6.70125
Prospecto,Antioquia,Buriticá,Vereda Los Asientos,6.701526,-75.909597,Oro-Au,Oro-Au,Epitermal,ROCA_SUBVOLCÁNICA_HIPOABISAL,12.948236799781704,41.78281473614598,9.143788990640711,161.63795439600884,3269.1464298580318,30.320250417622784,0.48089156048087267,0.5313598283857067,0.04664056847731384,17.776176743571416,-75.909597,6.701526
Productor - Subterráneo,Antioquia,Buriticá,Vereda Los Asientos,6.704625,-75.905283,Oro-Au,Oro-Au,Epitermal,ROCA_SUBVOLCÁNICA_HIPOABISAL,8.556169694304275,41.82972461663016,9.213507374269193,166.2814115866277,4043.5769454557917,31.058807516135943,5.391568337531791,0.7299626622970069,0.04480585148427972,20.48834758163798,-75.905283,6.704625
Prospecto,Antioquia,Buriticá,Vereda Los Asientos,6.70833,-75.906124,Oro-Au,<Nulo>,Epitermal,ROCA_SUBVOLCÁNICA_HIPOABISAL,13.834710725871515,41.80003439505841,9.239569918368154,135.12351956395236,5135.8938669573145,41.131016037191806,9.757191179521275,0.9098872947852581,0.07500463086714697,24.122403488916145,-75.906124,6.70833
Prospecto,Antioquia,Buriticá,Vereda Higabra,6.714684,-75.887985,Oro-Au,<Nulo>,Epitermal,ROCA_ÍGNEA_VOLCÁNICA,26.49591426479151,42.025465674520774,9.450827333580492,45.38229486192231,54585.388127606064,21.459920201411485,67.60450288574482,10.585298610627541,0.021596688528177928,279.34431143739505,-75.887985,6.714684
Prospecto,Antioquia,Buriticá,Vereda Pajarito,6.715677,-75.92782,Oro-Au,<Nulo>,Epitermal,ROCA_ÍGNEA_VOLCÁNICA,63.039421872711934,41.45786016763832,9.12408743516112,109.54368285913915,1109.5515612828947,94.83981525605546,0.3785769176526107,0.2134832683708973,0.16746295138098316,2.4452556508128187,-75.92782,6.715677
Productor pasado - Subterráneo,Antioquia,Abriaquí,La Antigua,6.720199,-76.06145,Oro-Au,Pirita-FeS2,Epitermal,ROCA SEDIMENTARIA,47.907452445524584,39.54211900164342,9.09352889573195,739.9286346223535,1036.3343386667018,65.95984495031004,1.1031196970142456,0.7424541507327493,0.10250308925003747,1.670872935959504,-76.06145,6.720199
Productor pasado - Subterráneo,Antioquia,Abriaquí,La Antigua,6.72047,-76.061451,Oro-Au,Pirita-FeS2,Epitermal,ROCA SEDIMENTARIA,47.95640619210225,39.54129897382253,9.09551746560446,740.9653579037689,1022.8499735694865,66.53678165155715,1.0915588731532253,0.7318148165125584,0.10240117720792478,1.6663303206091564,-76.061451,6.72047
Prospecto,Antioquia,Buriticá,Vereda de Guarco,6.723343,-75.943394,Oro-Au,<Nulo>,Epitermal,ROCA_ÍGNEA_VOLCÁNICA,53.158114098914254,41.20384027095311,9.076364351997267,67.21804457708555,461.04913886195686,56.44558413134971,0.27061866672800866,0.3019458453470488,0.007193908579747576,0.7425760163637725,-75.943394,6.723343
Productor - Subterráneo,Antioquia,Abriaquí,La Timotea,6.731938,-76.063667,Oro-Au,Pirita-FeS2,Epitermal,ROCA SEDIMENTARIA,50.17205694684831,39.4762476961786,9.177111857436065,709.1518267523226,589.3228013308739,89.25356062537469,0.35862758102916736,0.5389496398996224,0.08942396180079938,1.5168052642356205,-76.063667,6.731938
Productor - Subterráneo,Antioquia,Amalfi,Guayabito,6.78457,-75.0497,Oro-Au,,Epitermal,ROCA ÍGNEA PLUTÓNICA,47.584294802587266,47.545139039662054,8.96983931927808,498.3426706363185,312.2126922083165,68.74788731326997,0.37419895913864104,0.27498791247406784,0.025832837460294036,1.3585538999233642,-75.0497,6.78457
Productor pasado - Subterráneo,Antioquia,Liborina,Vereda La Honda,6.785337,-75.821313,Oro-Au,Oro-Au,Epitermal,ROCA_ÍGNEA_PLUTÓNICA,97.37612076179504,42.53691544487635,10.002981422573509,375.5769202158472,486.9168885090908,309.43976324197956,0.04972826151600295,0.07667268406760135,0.005121914127970952,0.25472836995623416,-75.821313,6.785337
Ocurrencia,Antioquia,Gómez Plata,Cañaveral,6.786686,-75.198087,Antimonio-Sb,Pirita-FeS2,Epitermal,ROCA ÍGNEA VOLCÁNICA,82.07900145187565,47.294958935810435,10.114664208688737,513.1069056353267,325.2471540487771,77.68029769810755,0.3350471871337241,0.28359297477414375,0.03082172154549707,1.6169110802928233,-75.198087,6.786686
Ocurrencia,Antioquia,Amalfi,El Guiaco,6.870664,-75.154996,Oro-Au,Pirita-FeS2,Epitermal,ROCA METAMÓRFICA,34.89824391830779,46.59359920475662,8.98039723369374,523.1664265472708,309.13510897600224,66.03529079982101,0.18277359164021012,0.3123623896168094,0.02963205194260846,1.2657741936364544,-75.154996,6.870664
Productor pasado - Subterráneo,Antioquia,Amalfi,Las Ánimas,6.918424,-75.014871,Oro-Au,Oro-Au,Epitermal,ROCA METAMÓRFICA,76.22909064191606,46.37474497268158,5.055072374940737,528.106760202516,309.2825850304597,97.52719851857104,0.25633387324155477,0.3782652267535075,0.03532032653400729,1.167897989637653,-75.014871,6.918424
Productor pasado - Subterráneo,Antioquia,Amalfi,La Cristalina,6.925894,-75.118479,Oro-Au,Pirita-FeS2,Epitermal,ROCA METAMÓRFICA,55.62637402304862,46.15234805219369,7.349494887049642,534.737980673037,278.467863907826,90.05182793387327,0.147155813807371,0.2507481857653337,0.034112085909664545,0.9520897633509607,-75.118479,6.925894
Productor pasado - Subterráneo,Antioquia,Amalfi,La Víbora,6.926936,-75.05334,Oro-Au,Pirita-FeS2,Epitermal,ROCA METAMÓRFICA,65.752884739993,46.24169407717553,5.417598186377486,530.3907098942484,297.16467944265713,99.77659352017722,0.2545950895077295,0.36316896392934717,0.03453496852416994,1.127575432212574,-75.05334,6.926936
Productor pasado - Subterráneo,Antioquia,Amalfi,Las Ánimas,6.937801,-75.045672,Oro-Au,Pirita-FeS2,Epitermal,ROCA METAMÓRFICA,72.18303792279549,46.15359568439322,4.779612036020956,522.0715197142281,300.4675378396165,103.32311528163713,0.2571876380355119,0.369275311520598,0.03499638729040044,1.024320125903697,-75.045672,6.937801
Productor pasado - Subterráneo,Antioquia,Amalfi,Las Ánimas,6.948676,-75.033027,Oro-Au,Pirita-FeS2,Epitermal,ROCA METAMÓRFICA,77.5152375335978,46.07243042716669,3.9351501208868354,522.2399473923306,293.10773946227175,105.56062244491581,0.26091916667896325,0.37699293285290536,0.03730752489244378,1.0118975506402963,-75.033027,6.948676
Productor pasado - Subterráneo,Antioquia,Amalfi,Salazar,6.959974,-75.034859,Oro-Au,,Epitermal,ROCA METAMÓRFICA,78.94686595003814,45.9673015532146,3.490121657479893,501.50448228241737,292.71384272624636,164.64063635225946,0.2658077150759981,0.40673568303214863,0.04014274908273478,0.9459539149819011,-75.034859,6.959974
Productor pasado - Subterráneo,Antioquia,Amalfi,La Manguita,6.970814,-75.039405,Oro-Au,Pirita-FeS2,Epitermal,ROCA METAMÓRFICA,79.78482121440035,45.86352561090943,3.2562371792489464,488.4485237969211,281.9245926538982,177.22808582656495,0.26455974680318617,0.4098894431176211,0.040860742580814034,0.9338764506134656,-75.039405,6.970814
Productor - Subterráneo,Antioquia,Amalfi,Los Mangos,6.972582,-75.058863,Oro-Au,Oro-Au,Epitermal,ROCA METAMÓRFICA,71.96876348910817,45.822039611468654,4.145554402787098,480.92061806904536,285.2213208370751,178.98428817577093,0.148382959463867,0.412924855264621,0.04140758620596483,0.8826708899262129,-75.058863,6.972582
Productor pasado - Subterráneo,Antioquia,Amalfi,Romazón,6.992588,-75.001897,Oro-Au,Oro-Au,Epitermal,ROCA METAMÓRFICA,90.01305879349519,45.717491043653695,0.5605647015739608,471.2898092779159,282.07858868096093,193.2864995436635,0.273198375161048,0.4472804461015651,0.043548954222768825,0.9324631897405414,-75.001897,6.992588
Productor - Subterráneo,Antioquia,Amalfi,Romazón,7.019264,-74.999687,Oro-Au,Pirita-FeS2,Epitermal,ROCA METAMÓRFICA,92.77143200006437,45.50421530466779,1.3743075247090761,454.23812858999287,289.13657575087217,209.6655074882135,0.14965480011628723,0.4630453876099902,0.04553986241066579,0.8228458095817066,-74.999687,7.019264
Productor - Subterráneo,Antioquia,Amalfi,La Vetilla,7.173091,-74.933909,Oro-Au,Oro-Au,Epitermal,ROCA METAMÓRFICA,174.4835711715944,44.445795289459355,8.62694890535219,476.3355728802056,289.7778310940081,298.24523479887597,0.13613115792190567,0.42024160916331593,0.056543665323754405,0.6661899991132316,-74.933909,7.173091
Productor - Subterráneo,Antioquia,Amalfi,La Vetilla,7.183049,-74.926685,Oro-Au,Pirita-FeS2,Epitermal,ROCA METAMÓRFICA,176.97224839148052,44.38499625191953,8.886387014761523,511.4232148281624,289.81626093876156,290.12196413392707,0.1361444033103683,0.4223255635681275,0.058559297515529504,0.6662110686287775,-74.926685,7.183049
Productor - Subterráneo,Antioquia,Segovia,Fraguas,7.253,-74.823935,Oro-Au,Pirita-FeS2,Epitermal,ROCA METAMÓRFICA,197.1042249941135,44.121807989300166,10.836438208080999,563.6328241103674,290.23009884819925,279.1358957247448,0.1363594068180757,0.4122978927835473,0.06041941888931202,0.6728701018665856,-74.823935,7.253
Ocurrencia,Bolivar,El Bagre,El Bagre,7.704814,-74.48787,Oro-Au,<Nulo>,Epitermal,ROCA_METAMÓRFICA,361.51188606075124,42.32625088793363,23.341681949517888,652.1185007540092,290.87274024812825,77.90911744567414,0.13662666317155603,0.2879804681648503,0.06025843849898966,1.6946352883712141,-74.48787,7.704814
Ocurrencia,Bolivar,El Bagre,El Bagre,7.704837,-74.4815,Oro-Au,Pirita-FeS2,Epitermal,ROCA_METAMÓRFICA,361.89889825582964,42.34441713140453,23.528046107146377,652.8617580530663,263.6280901911981,77.6542875047604,0.19037497962825722,0.2858531967696899,0.06002548006339092,1.699634167577676,-74.4815,7.704837
Productor pasado - Subterráneo,Caldas,Anserma,Anserma,5.240128,-75.722607,Cobre-Cu,Bornita-Cu5FeS4,Otros_depósitos_asociados_a_intrusivos,ROCA_ÍGNEA_PLUTÓNICA,55.946046380092255,44.394840189018495,10.338548256371737,597.3341270232269,162.9408821475891,297.02003413279147,0.034310158572337456,0.13579376566421378,9.774154937901081e-05,0.35570193655083016,-75.722607,5.240128
Productor pasado - Subterráneo,Caldas,Samaná,Samaná,5.381458,-74.99422,Plata-Ag,Galena-PbS,Otros_depósitos_asociados_a_intrusivos,ROCA_ÍGNEA_PLUTÓNICA,87.36541935806396,50.95732646321938,7.787285713344884,695.0000656799624,256.7143922810707,131.18316836101164,0.13561628475167467,0.22488589190275277,5.999871711342106e-05,1.1873536497570696,-74.99422,5.381458
Ocurrencia,Caldas,Samaná,Samaná,5.417504,-75.003238,Oro-Au,Pirita-FeS2,Otros_depósitos_asociados_a_intrusivos,ROCA_ÍGNEA_PLUTÓNICA,101.66352115546657,51.307267817652196,5.588214091920389,671.7252497890337,287.0398074295448,131.3960978828442,0.8787555299988896,0.22380617111819687,6.178543612653475e-05,1.3720541238299682,-75.003238,5.417504
Ocurrencia,Caldas,Samaná,Samaná,5.450068,-74.994226,Oro-Au,Pirita-FeS2,Otros_depósitos_asociados_a_intrusivos,ROCA_ÍGNEA_PLUTÓNICA,69.51212282374787,51.651123884536986,3.558825673019213,667.6841363868427,303.92815955403546,137.53265760216698,0.8748657356980646,0.21934386260320077,6.190283770424575e-05,1.3826314715719228,-74.994226,5.450068
Ocurrencia,Caldas,Samaná,Rancho Largo,5.481763,-74.961831,Cobre-Cu,Pirita-FeS2,Otros_depósitos_asociados_a_intrusivos,ROCA_ÍGNEA_PLUTÓNICA,59.51928529179613,51.93648400467455,3.075657535805366,769.985833148342,655.4656143579274,106.42883674013319,0.08847178949248069,0.17190726692964478,4.559518542221707e-05,0.8661093691337699,-74.961831,5.481763
Ocurrencia,Caldas,Samaná,Florencia,5.526823,-75.056645,Plata-Ag,Plata-Ag,Otros_depósitos_asociados_a_intrusivos,ROCA_ÍGNEA_PLUTÓNICA,54.07887623686024,52.13512154674012,4.028692886457299,846.5508356204239,212.23928513410925,109.45530052898702,0.06672947004795243,0.23232967342397629,0.0014861875347113333,0.6669221424541862,-75.056645,5.526823
Productor pasado - Subterráneo,Antioquia,Anzá,Anzá,6.286357,-75.958496,Oro-Au,Oro-Au,Otros_depósitos_asociados_a_intrusivos,ROCA_ÍGNEA_VOLCANICLÁSTICA,97.06420444550967,42.80482116584265,8.925211375733284,181.16433985359458,62.09681181878938,161.9358226860947,0.4072832806897141,0.3284754083420776,0.0003650869357701576,2.1953471626434617,-75.958496,6.286357
Productor pasado - Subterráneo,Antioquia,Anzá,La Chuscalita (Güintar),6.321818,-75.896021,Oro-Au,Pirita-FeS2,Otros_depósitos_asociados_a_intrusivos,ROCA ÍGNEA PLUTÓNICA,213.49440623522548,43.87141005654362,8.994079609120432,120.36277205232442,1093.9008057630804,90.2592958268607,0.123333286005282,0.095105404197297,0.0021071171936012188,5.974972512306314,-75.896021,6.321818
Productor - Subterráneo,Antioquia,Anzá,Chuscalita,6.324517,-75.98205,Oro-Au,Calcopirita-CuFeS2,Otros_depósitos_asociados_a_intrusivos,ROCA ÍGNEA VOLCÁNICA,83.1810650405205,42.24346469083258,8.265303500500535,454.6486733670718,263.6848389419724,621.9865278094434,1.439210576500661,4.154227886542998,0.15353069276820638,5.823519114710134,-75.98205,6.324517
Prospecto,Antioquia,Concepción,Concepción,6.338431,-75.26078,Oro-Au,Oro-Au,Otros_depósitos_asociados_a_intrusivos,ROCA_METAMÓRFICA,63.00730694491434,51.69328568851296,9.956177241427445,684.6007442558956,172.90872556350422,82.17944044088495,2.1704523808767333,0.22698245724648708,0.054338091556695514,0.8328691570821404,-75.26078,6.338431
Productor pasado - Subterráneo,Antioquia,Concepción,Concepción,6.345164,-75.25637,Oro-Au,Oro-Au,Otros_depósitos_asociados_a_intrusivos,ROCA_METAMÓRFICA,57.98425929904441,51.63107056908755,9.9109523534166,691.2467440318717,224.634966545783,87.34084038140264,2.17012016827577,0.24210963814211287,0.05476082462419977,0.8669300227520683,-75.25637,6.345164
Productor - Subterráneo,Antioquia,Barbosa,La Chorrera,6.403343,-75.344752,Oro-Au,Pirita-FeS2,Otros_depósitos_asociados_a_intrusivos,ROCA METAMORFICA,378.0760939421927,50.82081347597455,8.53617625345747,854.2596741399633,247.81306520066508,89.94303799052737,2.1464582425699676,0.3150865864970196,0.05401037725386444,0.6765369702394786,-75.344752,6.403343
Productor - Subterráneo,Antioquia,Concepción,Concepción,6.406145,-75.301895,Oro-Au,Oro-Au,Otros_depósitos_asociados_a_intrusivos,ROCA_ÍGNEA_PLUTÓNICA,141.7749920673666,50.9241703808202,9.133565422187765,874.5133029881686,333.90525942665244,99.13114696537504,2.137227405634416,0.4237891474108157,0.054537297363120914,1.0651541504812545,-75.301895,6.406145
Productor - Subterráneo,Antioquia,Girardota,La Holanda,6.406844,-75.478742,Oro-Au,Pirita-FeS2,Otros_depósitos_asociados_a_intrusivos,ROCA METAMÓRFICA,154.57896973442993,49.974052724980474,5.635163997211538,430.2170626637541,255.12514252222496,237.2070300892995,5.094101169747234,0.10653099399912246,0.056186804408175965,0.30873383585997594,-75.478742,6.406844
Productor - Subterráneo,Antioquia,Puerto Berrío,Caracolí,6.41584,-74.62584,Oro-Au,Pirita-FeS2,Otros_depósitos_asociados_a_intrusivos,ROCA_SEDIMENTARIA,442.9102613592078,50.03859436061932,8.08827091558455,419.58825641418554,187.04354357910185,83.04065774665972,0.24927491044758454,0.21738069305394012,5.0901027230376034e-05,1.1567357207478928,-74.62584,6.41584
Productor - Subterráneo,Antioquia,Puerto Berrío,Caracolí,6.433556,-74.6269,Oro-Au,Oro-Au,Otros_depósitos_asociados_a_intrusivos,ROCA_ÍGNEA_PLUTÓNICA,388.93901924606865,49.933137225321154,7.710676043782108,443.88285519813127,244.31735131309452,74.70667447882661,0.23804348342763654,0.23181268705561842,5.870665744068355e-05,0.9022883104109178,-74.6269,6.433556
Productor - Subterráneo,Antioquia,Puerto Berrío,Caracolí,6.434366,-74.63071,Oro-Au,Oro-Au,Otros_depósitos_asociados_a_intrusivos,ROCA_ÍGNEA_PLUTÓNICA,361.154290663152,49.93811952239423,7.797469005472273,457.8213879972358,238.0010280452067,72.63475005536186,0.22673313118602637,0.25730555644369074,6.500738929782352e-05,0.9174188126493503,-74.63071,6.434366
Productor - Subterráneo,Antioquia,Puerto Berrío,Caracolí,6.436061,-74.62677,Oro-Au,Oro-Au,Otros_depósitos_asociados_a_intrusivos,ROCA_SEDIMENTARIA,364.48751274945664,49.91746696453224,7.655043206544481,467.7826692496553,244.57186343612128,79.71848574404939,0.2312544724167852,0.23010039719230305,5.936541181642704e-05,0.8650200509728432,-74.62677,6.436061
Productor - Subterráneo,Antioquia,Puerto Berrío,Caracolí,6.437968,-74.627884,Oro-Au,Oro-Au,Otros_depósitos_asociados_a_intrusivos,ROCA_SEDIMENTARIA,336.212288885893,49.90868965873909,7.647753478929187,456.82925022597976,245.89048308120806,78.3911997299824,0.22531716034728463,0.23294728763710063,6.112100911592854e-05,0.847430672524261,-74.627884,6.437968
Productor - Subterráneo,Antioquia,Puerto Berrío,Caracolí,6.440064,-74.63783,Oro-Au,Oro-Au,Otros_depósitos_asociados_a_intrusivos,ROCA_ÍGNEA_PLUTÓNICA,295.6167665253095,49.92145428056982,7.879966307562041,482.4374666297712,254.42089253873306,66.79838234719303,0.19267612585063018,0.2771016733721021,7.58852540576144e-05,0.7670895473388871,-74.63783,6.440064
Productor - Subterráneo,Antioquia,Puerto Berrío,Caracolí,6.442077,-74.63219,Oro-Au,Oro-Au,Otros_depósitos_asociados_a_intrusivos,ROCA_ÍGNEA_PLUTÓNICA,280.8027999744413,49.89460426688219,7.690445542258222,449.9013530983898,243.44100451244694,74.9356138790478,0.1950363312984916,0.257615865908819,7.564892105787109e-05,0.7800778871225882,-74.63219,6.442077
Productor - Subterráneo,Antioquia,Puerto Berrío,Caracolí,6.44229,-74.62778,Oro-Au,Oro-Au,Otros_depósitos_asociados_a_intrusivos,ROCA_SEDIMENTARIA,272.8281430198077,49.881954219003724,7.560993891813163,438.47771460241046,248.24328988817885,78.48848612451815,0.15529724762207997,0.22217792281875112,6.0567385476133006e-05,0.7858812359282344,-74.62778,6.44229
Productor - Subterráneo,Antioquia,Puerto Berrío,Caracolí,6.44794,-74.629456,Oro-Au,Oro-Au,Otros_depósitos_asociados_a_intrusivos,ROCA_SEDIMENTARIA,177.93954638431518,49.85164670343994,7.5080232682372445,383.38154877125606,252.89397280859512,84.18841196397499,0.1020830675267927,0.21690110315403732,7.161892968590133e-05,0.5042234419043411,-74.629456,6.44794
Productor - Subterráneo,Antioquia,Puerto Berrío,Caracolí,6.450381,-74.62941,Oro-Au,Oro-Au,Otros_depósitos_asociados_a_intrusivos,ROCA_SEDIMENTARIA,137.6835378020278,49.83657965891742,7.465387180551689,349.559162934467,260.67488890109723,90.76683739134188,0.10211376305176346,0.21012125509387286,7.345389303783134e-05,0.4464556486474542,-74.62941,6.450381
Productor - Subterráneo,Antioquia,Puerto Berrío,Caracolí,6.452668,-74.629906,Oro-Au,Oro-Au,Otros_depósitos_asociados_a_intrusivos,ROCA_SEDIMENTARIA,126.073941053786,49.823831631448094,7.443147024149423,320.18735334097596,265.60479295245284,96.18313499006125,0.10177063685530673,0.21511877171521765,7.279823078365952e-05,0.38005029687455166,-74.629906,6.452668
