,0
Moho_Z_var,-2.138314516241001
EdadMa_best,-1.3471701191510963
Moho_Z_best,0.8884282431840537
Azufre_ppm_best,0.4100532153701304
Antimonio_ppm_best,0.0856547351954419
Mercurio_ppm_best,-0.07389580269866498
Bario_ppm_best,0.06641031957556931
Plata_ppm_best,0.0250606331573288
Cromo_ppm_best,0.01771537596769371
Bismuto_ppm_best,-0.01635263088453389
