IG_EST,IG_DEP,IG_MUN,IG_POB,IG_LAT_W84,IG_LON_W84,D_PR_PAL1,D_MI_PAL1,D_CLAS_DEP,R_RO_HUES,X,Y
Prospecto,Risaralda,Quinchía,Quinchía,5.307351,-75.711402,Oro-Au,Calcopirita-CuFeS2,Pórfido,ROCA_ÍGNEA_VOLCÁNICA,-75.711402,5.307351
Productor pasado - Subterráneo,Caldas,Aguadas,Pácora,5.492469,-75.34369,Oro-Au,Oro-Au,Pórfido,ROCA_ÍGNEA_PLUTÓNICA,-75.34369,5.492469
Prospecto,Caldas,Pensilvania,Pensilvania,5.4985,-75.16944,Oro-Au,Oro-Au,Pórfido,ROCA_SUBVOLCÁNICA_HIPOABISAL,-75.16944,5.4985
Prospecto,Antioquia,Caramanta,Caramanta,5.5458,-75.5819,Oro-Au,Pirita-FeS2,Pórfido,ROCA_METAMÓRFICA,-75.5819,5.5458
Prospecto,Antioquia,Caramanta,Caramanta,5.552413,-75.687975,Oro-Au,Electrum,Pórfido,ROCA_ÍGNEA_VOLCÁNICA,-75.687975,5.552413
Prospecto,Antioquia,Caramanta,Caramanta,5.556044,-75.688958,Oro-Au,Electrum,Pórfido,ROCA_ÍGNEA_VOLCÁNICA,-75.688958,5.556044
Prospecto,Antioquia,Caramanta,Caramanta,5.558479,-75.686242,Oro-Au,Electrum,Pórfido,ROCA_ÍGNEA_VOLCÁNICA,-75.686242,5.558479
Ocurrencia,Caldas,Aguadas,Salineros,5.56217,-75.55739,Oro-Au,Oro-Au,Pórfido,ROCA_METAMÓRFICA,-75.55739,5.56217
Prospecto,Antioquia,Caramanta,Caramanta,5.57628,-75.687452,Oro-Au,Electrum,Pórfido,ROCA_ÍGNEA_VOLCÁNICA,-75.687452,5.57628
Productor pasado - Subterráneo,Antioquia,Nariño,Nariño,5.578852,-75.14449,Oro-Au,Oro-Au,Pórfido,ROCA_SUBVOLCÁNICA_HIPOABISAL,-75.14449,5.578852
Prospecto,Antioquia,Nariño,Nariño,5.613104,-75.10746,Oro-Au,Oro-Au,Pórfido,ROCA_SUBVOLCÁNICA_HIPOABISAL,-75.10746,5.613104
Prospecto,Caldas,Samaná,Samaná,5.62423,-75.06035,Oro-Au,Oro-Au,Pórfido,ROCA_SUBVOLCÁNICA_HIPOABISAL,-75.06035,5.62423
Prospecto,Antioquia,Jericó,Jericó,5.721734,-75.730804,Oro-Au,Oro-Au,Pórfido,ROCA_ÍGNEA_VOLCANICLÁSTICA,-75.730804,5.721734
Prospecto,Antioquia,Jericó,Jericó,5.736068,-75.77406,Oro-Au,Oro-Au,Pórfido,ROCA_ÍGNEA_VOLCANICLÁSTICA,-75.77406,5.736068
Prospecto desarrollado,Antioquia,Jericó,Jericó,5.745157,-75.73768,Cobre-Cu,Calcopirita-CuFeS2,Pórfido,ROCA_ÍGNEA_VOLCÁNICA,-75.73768,5.745157
Prospecto,Antioquia,Jericó,Jericó,5.745233,-75.75939,Oro-Au,Oro-Au,Pórfido,ROCA_ÍGNEA_VOLCANICLÁSTICA,-75.75939,5.745233
Prospecto,Antioquia,Jericó,Jericó,5.754103,-75.72752,Cobre-Cu,Calcopirita-CuFeS2,Pórfido,ROCA_ÍGNEA_VOLCANICLÁSTICA,-75.72752,5.754103
Prospecto,Antioquia,Jericó,Jericó,5.755554,-75.725204,Cobre-Cu,Calcopirita-CuFeS2,Pórfido,ROCA_ÍGNEA_VOLCANICLÁSTICA,-75.725204,5.755554
Prospecto desarrollado,Antioquia,Fredonia,Venecia,5.921741,-75.73086,Oro-Au,Oro-Au,Pórfido,ROCA_ÍGNEA_VOLCANICLÁSTICA,-75.73086,5.921741
Prospecto desarrollado,Antioquia,Fredonia,Fredonia,5.922205,-75.723015,Oro-Au,Oro-Au,Pórfido,ROCA_SUBVOLCÁNICA_HIPOABISAL,-75.723015,5.922205
Prospecto desarrollado,Antioquia,Fredonia,Venecia,5.927006,-75.730576,Oro-Au,Oro-Au,Pórfido,ROCA_SUBVOLCÁNICA_HIPOABISAL,-75.730576,5.927006
Prospecto desarrollado,Antioquia,Venecia,Venecia,5.930725,-75.731346,Oro-Au,Oro-Au,Pórfido,ROCA_SUBVOLCÁNICA_HIPOABISAL,-75.731346,5.930725
Prospecto,Antioquia,Titiribí,Vereda La Meseta,6.035682,-75.80598,Oro-Au,Oro-Au,Pórfido,ROCA_SUBVOLCÁNICA_HIPOABISAL,-75.80598,6.035682
Prospecto,Antioquia,Titiribí,Vereda El Porvenir,6.037978,-75.77931,Oro-Au,Oro-Au,Pórfido,ROCA_SUBVOLCÁNICA_HIPOABISAL,-75.77931,6.037978
Prospecto,Antioquia,Titiribí,Vereda La Meseta,6.044502,-75.80062,Oro-Au,Oro-Au,Pórfido,ROCA_SUBVOLCÁNICA_HIPOABISAL,-75.80062,6.044502
Prospecto,Antioquia,Titiribí,Vereda La Meseta,6.050973,-75.81137,Oro-Au,Oro-Au,Pórfido,ROCA_SUBVOLCÁNICA_HIPOABISAL,-75.81137,6.050973
Prospecto,Antioquia,Titiribí,Vereda La Meseta,6.052212,-75.78873,Oro-Au,Oro-Au,Pórfido,ROCA_SUBVOLCÁNICA_HIPOABISAL,-75.78873,6.052212
Prospecto,Antioquia,Titiribí,Vereda La Meseta,6.057015,-75.80117,Oro-Au,<Nulo>,Pórfido,ROCA_SUBVOLCÁNICA_HIPOABISAL,-75.80117,6.057015
Prospecto,Antioquia,Titiribí,Vereda La Meseta,6.063294,-75.810776,Oro-Au,Oro-Au,Pórfido,ROCA_SUBVOLCÁNICA_HIPOABISAL,-75.810776,6.063294
Prospecto,Antioquia,Titiribí,Vereda Otramina,6.066661,-75.812355,Oro-Au,<Nulo>,Pórfido,ROCA_SUBVOLCÁNICA_HIPOABISAL,-75.812355,6.066661
Prospecto,Antioquia,Frontino,Pantanos,6.715179,-76.557967,Cobre-Cu,Calcopirita-CuFeS2,Pórfido,ROCA ÍGNEA PLUTÓNICA,-76.557967,6.715179
Prospecto desarrollado,Antioquia,Dabeiba,Murindó,6.719704,-76.56147,Cobre-Cu,Calcopirita-CuFeS2,Pórfido,ROCA_ÍGNEA_PLUTÓNICA,-76.56147,6.719704
Prospecto desarrollado,Antioquia,Dabeiba,Murindó,6.734895,-76.56998,Cobre-Cu,Calcopirita-CuFeS2,Pórfido,ROCA_ÍGNEA_PLUTÓNICA,-76.56998,6.734895
Prospecto,Antioquia,Dabeiba,Dabeiba,6.869618,-76.40377,Cobre-Cu,Cobre-Cu,Pórfido,ROCA_ÍGNEA_PLUTÓNICA,-76.40377,6.869618
Ocurrencia,Caldas,Samaná,Samaná,5.421325,-74.955815,Oro-Au,Oro-Au,Pórfido,ROCA_SUBVOLCÁNICA_HIPOABISAL,-74.955815,5.421325
Productor pasado - Subterráneo,Caldas,Manzanares,Aguabonita,5.186912,-75.12082,Manganeso-Mn,Oro-Au,Sin_Clasificar,ROCA_METAMÓRFICA,-75.12082,5.186912
Productor pasado - Subterráneo,Caldas,Manzanares,Aguabonita,5.186957,-75.12085,Manganeso-Mn,Pirolusita-MnO2,Sin_Clasificar,ROCA_METAMÓRFICA,-75.12085,5.186957
Productor pasado - Subterráneo,Caldas,Manzanares,Aguabonita,5.189547,-75.12936,Manganeso-Mn,Pirolusita-MnO2,Sin_Clasificar,ROCA_METAMÓRFICA,-75.12936,5.189547
Productor pasado - Subterráneo,Caldas,Manzanares,Aguabonita,5.189574,-75.12931,Manganeso-Mn,Pirolusita-MnO2,Sin_Clasificar,ROCA_METAMÓRFICA,-75.12931,5.189574
Productor pasado - Subterráneo,Caldas,Manzanares,Aguabonita,5.189692,-75.129196,Manganeso-Mn,Pirolusita-MnO2,Sin_Clasificar,ROCA_METAMÓRFICA,-75.129196,5.189692
Productor pasado - Subterráneo,Caldas,Manzanares,Aguabonita,5.20494,-75.18637,Manganeso-Mn,Pirolusita-MnO2,Sin_Clasificar,ROCA_METAMÓRFICA,-75.18637,5.20494
Productor - Subterráneo,Antioquia,Andes,La Cristalina,5.531889,-75.886694,Oro-Au,,Sin_Clasificar,ROCA SEDIMENTARIA,-75.886694,5.531889
Productor pasado - Subterráneo,Antioquia,Andes,Reserva Forestal,5.53362,-75.981415,Oro-Au,,Sin_Clasificar,ROCA ÍGNEA PLUTÓNICA,-75.981415,5.53362
Productor - Subterráneo,Antioquia,Andes,La Avanzada,5.549417,-75.896139,Oro-Au,,Sin_Clasificar,ROCA SEDIMENTARIA,-75.896139,5.549417
Productor - Subterráneo,Antioquia,Andes,La Avanzada,5.549833,-75.896194,Oro-Au,,Sin_Clasificar,ROCA SEDIMENTARIA,-75.896194,5.549833
Productor - Subterráneo,Antioquia,Andes,La Avanzada,5.550028,-75.898472,Oro-Au,,Sin_Clasificar,ROCA SEDIMENTARIA,-75.898472,5.550028
Productor - Subterráneo,Antioquia,Andes,La Avanzada,5.550556,-75.898167,Oro-Au,,Sin_Clasificar,ROCA SEDIMENTARIA,-75.898167,5.550556
Productor - Subterráneo,Antioquia,Andes,La Borraja,5.552278,-75.907944,Oro-Au,,Sin_Clasificar,ROCA SEDIMENTARIA,-75.907944,5.552278
Productor - Subterráneo,Antioquia,Andes,La Borraja,5.553618,-75.91365,Oro-Au,,Sin_Clasificar,ROCA SEDIMENTARIA,-75.91365,5.553618
Productor - Subterráneo,Antioquia,Andes,La Avanzada,5.553644,-75.894722,Oro-Au,,Sin_Clasificar,ROCA SEDIMENTARIA,-75.894722,5.553644
Productor pasado - Subterráneo,Antioquia,Andes,La Borraja,5.554944,-75.908306,Oro-Au,,Sin_Clasificar,ROCA SEDIMENTARIA,-75.908306,5.554944
Productor pasado - Subterráneo,Antioquia,Andes,La Borraja,5.555111,-75.908639,Oro-Au,,Sin_Clasificar,ROCA SEDIMENTARIA,-75.908639,5.555111
Productor pasado - Subterráneo,Antioquia,Andes,Reserva Forestal,5.555596,-75.937264,Oro-Au,Oro-Au,Sin_Clasificar,ROCA ÍGNEA PLUTÓNICA,-75.937264,5.555596
Productor - Subterráneo,Antioquia,Andes,Reserva Forestal,5.581594,-75.9465,Oro-Au,,Sin_Clasificar,ROCA ÍGNEA PLUTÓNICA,-75.9465,5.581594
Productor - Subterráneo,Antioquia,Andes,Reserva Forestal,5.584056,-75.946556,Oro-Au,,Sin_Clasificar,ROCA ÍGNEA PLUTÓNICA,-75.946556,5.584056
Productor pasado - Subterráneo,Antioquia,Andes,La Soledad,5.58587,-75.924095,Oro-Au,,Sin_Clasificar,ROCA SEDIMENTARIA,-75.924095,5.58587
Productor pasado - Subterráneo,Antioquia,Andes,La Soledad,5.586203,-75.93588,Oro-Au,,Sin_Clasificar,ROCA SEDIMENTARIA,-75.93588,5.586203
Productor - Subterráneo,Antioquia,Andes,Reserva Forestal,5.58625,-75.944194,Oro-Au,,Sin_Clasificar,ROCA ÍGNEA PLUTÓNICA,-75.944194,5.58625
Productor - Subterráneo,Antioquia,Andes,Reserva Forestal,5.586278,-75.944028,Oro-Au,,Sin_Clasificar,ROCA ÍGNEA PLUTÓNICA,-75.944028,5.586278
Productor - Subterráneo,Antioquia,Andes,Reserva Forestal,5.586556,-75.942444,Oro-Au,,Sin_Clasificar,ROCA ÍGNEA PLUTÓNICA,-75.942444,5.586556
Productor - Subterráneo,Antioquia,Andes,Reserva Forestal,5.586583,-75.942639,Oro-Au,,Sin_Clasificar,ROCA ÍGNEA PLUTÓNICA,-75.942639,5.586583
Productor - Subterráneo,Antioquia,Andes,Reserva Forestal,5.586583,-75.943583,Oro-Au,,Sin_Clasificar,ROCA ÍGNEA PLUTÓNICA,-75.943583,5.586583
Productor - Subterráneo,Antioquia,Andes,Reserva Forestal,5.586639,-75.944056,Oro-Au,,Sin_Clasificar,ROCA ÍGNEA PLUTÓNICA,-75.944056,5.586639
Productor - Subterráneo,Antioquia,Andes,Reserva Forestal,5.586889,-75.942917,Oro-Au,,Sin_Clasificar,ROCA ÍGNEA PLUTÓNICA,-75.942917,5.586889
Productor - Subterráneo,Antioquia,Andes,Reserva Forestal,5.586972,-75.947583,Oro-Au,,Sin_Clasificar,ROCA ÍGNEA PLUTÓNICA,-75.947583,5.586972
Productor - Subterráneo,Antioquia,Andes,Reserva Forestal,5.587083,-75.943333,Oro-Au,,Sin_Clasificar,ROCA ÍGNEA PLUTÓNICA,-75.943333,5.587083
Productor - Subterráneo,Antioquia,Andes,Reserva Forestal,5.587263,-75.94934,Oro-Au,,Sin_Clasificar,ROCA ÍGNEA PLUTÓNICA,-75.94934,5.587263
Productor - Subterráneo,Antioquia,Andes,San Antonio,5.587278,-75.912611,Oro-Au,,Sin_Clasificar,ROCA SEDIMENTARIA,-75.912611,5.587278
Productor - Subterráneo,Antioquia,Andes,Reserva Forestal,5.587361,-75.943222,Oro-Au,,Sin_Clasificar,ROCA ÍGNEA PLUTÓNICA,-75.943222,5.587361
Productor - Subterráneo,Antioquia,Andes,Reserva Forestal,5.587444,-75.943333,Oro-Au,,Sin_Clasificar,ROCA ÍGNEA PLUTÓNICA,-75.943333,5.587444
Productor - Subterráneo,Antioquia,Andes,Reserva Forestal,5.589778,-75.950806,Oro-Au,,Sin_Clasificar,ROCA ÍGNEA PLUTÓNICA,-75.950806,5.589778
Productor pasado - Subterráneo,Antioquia,Andes,Reserva Forestal,5.59077,-75.95802,Oro-Au,Oro-Au,Sin_Clasificar,ROCA ÍGNEA PLUTÓNICA,-75.95802,5.59077
Productor - Subterráneo,Antioquia,Andes,La Soledad,5.593,-75.942194,Oro-Au,,Sin_Clasificar,ROCA ÍGNEA PLUTÓNICA,-75.942194,5.593
Productor - Subterráneo,Antioquia,Andes,La Soledad,5.594972,-75.936583,Oro-Au,,Sin_Clasificar,ROCA SEDIMENTARIA,-75.936583,5.594972
Productor - Subterráneo,Antioquia,Andes,La Soledad,5.595111,-75.935194,Oro-Au,,Sin_Clasificar,ROCA SEDIMENTARIA,-75.935194,5.595111
Productor - Subterráneo,Antioquia,Andes,San Agustín,5.595389,-75.947333,Oro-Au,Oro-Au,Sin_Clasificar,ROCA ÍGNEA PLUTÓNICA,-75.947333,5.595389
Productor - Subterráneo,Antioquia,Andes,Reserva Forestal,5.596407,-75.95313,Oro-Au,,Sin_Clasificar,ROCA ÍGNEA PLUTÓNICA,-75.95313,5.596407
Productor - Subterráneo,Antioquia,Andes,Reserva Forestal,5.597194,-75.948639,Oro-Au,,Sin_Clasificar,ROCA ÍGNEA PLUTÓNICA,-75.948639,5.597194
Productor - Subterráneo,Antioquia,Andes,La Soledad,5.598306,-75.942956,Oro-Au,,Sin_Clasificar,ROCA SEDIMENTARIA,-75.942956,5.598306
Productor - Subterráneo,Antioquia,Andes,Río Claro,5.601439,-75.887861,Oro-Au,,Sin_Clasificar,ROCA SEDIMENTARIA,-75.887861,5.601439
Productor - Subterráneo,Antioquia,Andes,La Soledad,5.601697,-75.931361,Oro-Au,,Sin_Clasificar,ROCA SEDIMENTARIA,-75.931361,5.601697
Productor - Subterráneo,Antioquia,Andes,San Agustín,5.606889,-75.934528,Oro-Au,,Sin_Clasificar,ROCA SEDIMENTARIA,-75.934528,5.606889
Productor - Subterráneo,Antioquia,Andes,San Agustín,5.607472,-75.952333,Oro-Au,,Sin_Clasificar,ROCA ÍGNEA PLUTÓNICA,-75.952333,5.607472
Productor pasado - Subterráneo,Antioquia,Andes,San Agustín,5.608278,-75.933111,Oro-Au,,Sin_Clasificar,ROCA SEDIMENTARIA,-75.933111,5.608278
Productor - Subterráneo,Antioquia,Andes,San Agustín,5.609306,-75.933833,Oro-Au,,Sin_Clasificar,ROCA SEDIMENTARIA,-75.933833,5.609306
Productor - Subterráneo,Antioquia,Andes,San Agustín,5.60945,-75.940008,Oro-Au,,Sin_Clasificar,ROCA ÍGNEA PLUTÓNICA,-75.940008,5.60945
Productor pasado - Subterráneo,Antioquia,Andes,San Agustín,5.610333,-75.932917,Oro-Au,,Sin_Clasificar,ROCA SEDIMENTARIA,-75.932917,5.610333
Productor pasado - Subterráneo,Antioquia,Andes,La Soledad,5.610333,-75.921722,Oro-Au,,Sin_Clasificar,ROCA SEDIMENTARIA,-75.921722,5.610333
Productor - Subterráneo,Antioquia,Andes,San Agustín,5.610472,-75.962472,Oro-Au,Oro-Au,Sin_Clasificar,ROCA ÍGNEA PLUTÓNICA,-75.962472,5.610472
Productor - Subterráneo,Antioquia,Andes,La Soledad,5.610556,-75.923417,Oro-Au,,Sin_Clasificar,ROCA SEDIMENTARIA,-75.923417,5.610556
Productor - Subterráneo,Antioquia,Andes,La Soledad,5.610694,-75.923389,Oro-Au,,Sin_Clasificar,ROCA SEDIMENTARIA,-75.923389,5.610694
Productor pasado - Subterráneo,Antioquia,Andes,San Agustín,5.61075,-75.929306,Oro-Au,,Sin_Clasificar,ROCA SEDIMENTARIA,-75.929306,5.61075
Productor pasado - Subterráneo,Antioquia,Andes,San Agustín,5.614511,-75.934667,Oro-Au,,Sin_Clasificar,ROCA ÍGNEA PLUTÓNICA,-75.934667,5.614511
Productor - Subterráneo,Antioquia,Andes,San Agustín,5.614611,-75.929667,Oro-Au,,Sin_Clasificar,ROCA SEDIMENTARIA,-75.929667,5.614611
Productor - Subterráneo,Antioquia,Andes,San Agustín,5.614694,-75.929444,Oro-Au,,Sin_Clasificar,ROCA SEDIMENTARIA,-75.929444,5.614694
Productor - Subterráneo,Antioquia,Andes,San Agustín,5.616444,-75.936972,Oro-Au,,Sin_Clasificar,ROCA ÍGNEA PLUTÓNICA,-75.936972,5.616444
Productor - Subterráneo,Antioquia,Andes,San Pedro Abajo,5.616528,-75.9005,Oro-Au,,Sin_Clasificar,ROCA SEDIMENTARIA,-75.9005,5.616528
Productor pasado - Subterráneo,Antioquia,Andes,San Agustín,5.617917,-75.928583,Oro-Au,,Sin_Clasificar,ROCA SEDIMENTARIA,-75.928583,5.617917
Productor - Subterráneo,Antioquia,Andes,San Agustín,5.617917,-75.929861,Oro-Au,,Sin_Clasificar,ROCA SEDIMENTARIA,-75.929861,5.617917
Productor - Subterráneo,Antioquia,Andes,San Agustín,5.618111,-75.93775,Oro-Au,,Sin_Clasificar,ROCA ÍGNEA PLUTÓNICA,-75.93775,5.618111
Productor - Subterráneo,Antioquia,Andes,San Agustín,5.618722,-75.935389,Oro-Au,,Sin_Clasificar,ROCA ÍGNEA PLUTÓNICA,-75.935389,5.618722
Productor - Subterráneo,Antioquia,Andes,San Agustín,5.620082,-75.92591,Oro-Au,,Sin_Clasificar,ROCA SEDIMENTARIA,-75.92591,5.620082
Productor pasado - Subterráneo,Antioquia,Andes,Reserva Forestal,5.621361,-76.00297,Oro-Au,,Sin_Clasificar,ROCA ÍGNEA PLUTÓNICA,-76.00297,5.621361
Productor - Subterráneo,Antioquia,Andes,San Agustín,5.62175,-75.954889,Oro-Au,,Sin_Clasificar,ROCA ÍGNEA PLUTÓNICA,-75.954889,5.62175
Productor - Subterráneo,Antioquia,Andes,San Agustín,5.622222,-75.928111,Oro-Au,,Sin_Clasificar,ROCA SEDIMENTARIA,-75.928111,5.622222
Productor - Subterráneo,Antioquia,Andes,San Agustín,5.622611,-75.927889,Oro-Au,,Sin_Clasificar,ROCA SEDIMENTARIA,-75.927889,5.622611
Productor pasado - Subterráneo,Antioquia,Andes,San Agustín,5.622806,-75.923194,Oro-Au,,Sin_Clasificar,ROCA SEDIMENTARIA,-75.923194,5.622806
Productor - Subterráneo,Antioquia,Andes,San Agustín,5.626028,-75.930444,Oro-Au,,Sin_Clasificar,ROCA SEDIMENTARIA,-75.930444,5.626028
Productor - Subterráneo,Antioquia,Andes,San Agustín,5.626833,-75.930556,Oro-Au,,Sin_Clasificar,ROCA SEDIMENTARIA,-75.930556,5.626833
Productor - Subterráneo,Antioquia,Andes,San Agustín,5.627361,-75.924056,Oro-Au,,Sin_Clasificar,ROCA SEDIMENTARIA,-75.924056,5.627361
Productor pasado - Subterráneo,Antioquia,Andes,San Agustín,5.6295,-75.928444,Oro-Au,,Sin_Clasificar,ROCA SEDIMENTARIA,-75.928444,5.6295
Productor - Subterráneo,Antioquia,Andes,San Agustín,5.629806,-75.949222,Oro-Au,,Sin_Clasificar,ROCA ÍGNEA PLUTÓNICA,-75.949222,5.629806
Productor - Subterráneo,Antioquia,Andes,San Agustín,5.629861,-75.948694,Oro-Au,,Sin_Clasificar,ROCA ÍGNEA PLUTÓNICA,-75.948694,5.629861
Productor pasado - Subterráneo,Antioquia,Andes,San Perucho,5.637583,-75.936972,Oro-Au,,Sin_Clasificar,ROCA SEDIMENTARIA,-75.936972,5.637583
Productor - Subterráneo,Antioquia,Andes,La Piedra,5.644417,-75.94675,Oro-Au,Oro-Au,Sin_Clasificar,ROCA SEDIMENTARIA,-75.94675,5.644417
Productor pasado - Subterráneo,Antioquia,Andes,La Piedra,5.647625,-75.94468,Oro-Au,Oro-Au,Sin_Clasificar,ROCA SEDIMENTARIA,-75.94468,5.647625
Productor - Subterráneo,Antioquia,Andes,San Agustín,5.655111,-75.877556,Oro-Au,,Sin_Clasificar,ROCA SEDIMENTARIA,-75.877556,5.655111
Productor - Subterráneo,Antioquia,Andes,Río San Juán,5.667848,-75.87775,Oro-Au,,Sin_Clasificar,ROCA SEDIMENTARIA,-75.87775,5.667848
Productor - Subterráneo,Antioquia,Andes,La Rochela,5.678194,-75.988111,Oro-Au,,Sin_Clasificar,ROCA ÍGNEA PLUTÓNICA,-75.988111,5.678194
Productor pasado - Subterráneo,Antioquia,Andes,Palestina,5.680392,-75.875114,Oro-Au,Oro-Au,Sin_Clasificar,ROCA SEDIMENTARIA,-75.875114,5.680392
Productor pasado - Subterráneo,Antioquia,Andes,La Rochela,5.693448,-75.97791,Oro-Au,Oro-Au,Sin_Clasificar,ROCA SEDIMENTARIA,-75.97791,5.693448
Productor pasado - Subterráneo,Antioquia,Sonsón,<Nulo>,5.69642,-75.216354,Oro-Au,Oro-Au,Sin_Clasificar,ROCA_ÍGNEA_PLUTÓNICA,-75.216354,5.69642
Productor pasado - Subterráneo,Antioquia,Sonsón,<Nulo>,5.707172,-75.17329,Oro-Au,Oro-Au,Sin_Clasificar,ROCA_ÍGNEA_PLUTÓNICA,-75.17329,5.707172
Ocurrencia,Antioquia,Sonsón,<Nulo>,5.707656,-75.28069,Oro-Au,Oro-Au,Sin_Clasificar,ROCA_ÍGNEA_PLUTÓNICA,-75.28069,5.707656
Productor pasado - Subterráneo,Antioquia,Sonsón,<Nulo>,5.713053,-75.23127,Oro-Au,Oro-Au,Sin_Clasificar,ROCA_ÍGNEA_PLUTÓNICA,-75.23127,5.713053
Productor pasado - Subterráneo,Antioquia,Sonsón,<Nulo>,5.716335,-75.23607,Oro-Au,Oro-Au,Sin_Clasificar,ROCA_ÍGNEA_PLUTÓNICA,-75.23607,5.716335
Productor - Subterráneo,Antioquia,Abejorral,Purina,5.723422,-75.446396,Oro-Au,Oro-Au,Sin_Clasificar,ROCA METAMÓRFICA,-75.446396,5.723422
Productor pasado - Subterráneo,Antioquia,Sonsón,<Nulo>,5.723715,-75.12138,Oro-Au,Oro-Au,Sin_Clasificar,ROCA_ÍGNEA_PLUTÓNICA,-75.12138,5.723715
Productor pasado - Subterráneo,Antioquia,Sonsón,<Nulo>,5.723952,-75.09997,Oro-Au,Oro-Au,Sin_Clasificar,ROCA_ÍGNEA_PLUTÓNICA,-75.09997,5.723952
Productor pasado - Subterráneo,Antioquia,Abejorral,Purina,5.726173,-75.43736,Oro-Au,Oro-Au,Sin_Clasificar,ROCA METAMÓRFICA,-75.43736,5.726173
Productor - Subterráneo,Antioquia,Abejorral,Río Aures,5.730791,-75.426596,Oro-Au,Oro-Au,Sin_Clasificar,ROCA METAMÓRFICA,-75.426596,5.730791
Productor pasado - Subterráneo,Antioquia,Sonsón,<Nulo>,5.745121,-75.11314,Oro-Au,Oro-Au,Sin_Clasificar,ROCA_ÍGNEA_PLUTÓNICA,-75.11314,5.745121
Productor - Subterráneo,Antioquia,Sonsón,<Nulo>,5.750225,-75.115875,Oro-Au,Oro-Au,Sin_Clasificar,ROCA_ÍGNEA_PLUTÓNICA,-75.115875,5.750225
Productor pasado - Subterráneo,Antioquia,Sonsón,<Nulo>,5.75029,-75.10997,Oro-Au,Oro-Au,Sin_Clasificar,ROCA_ÍGNEA_PLUTÓNICA,-75.10997,5.75029
Ocurrencia,Antioquia,Sonsón,<Nulo>,5.755843,-75.263261,Oro-Au,Oro-Au,Sin_Clasificar,ROCA_ÍGNEA_PLUTÓNICA,-75.263261,5.755843
Productor pasado - Subterráneo,Antioquia,Sonsón,<Nulo>,5.775225,-75.120224,Oro-Au,Oro-Au,Sin_Clasificar,ROCA_ÍGNEA_PLUTÓNICA,-75.120224,5.775225
Productor pasado - Subterráneo,Antioquia,Abejorral,Quebradona Arriba,5.795204,-75.36785,Oro-Au,Oro-Au,Sin_Clasificar,ROCA METAMÓRFICA,-75.36785,5.795204
Productor - Subterráneo,Antioquia,Abejorral,La Labor,5.805947,-75.41706,Oro-Au,Oro-Au,Sin_Clasificar,ROCA METAMÓRFICA,-75.41706,5.805947
Ocurrencia,Antioquia,Sonsón,<Nulo>,5.815377,-75.215042,Oro-Au,Oro-Au,Sin_Clasificar,ROCA_ÍGNEA_PLUTÓNICA,-75.215042,5.815377
Productor - Subterráneo,Antioquia,Abejorral,Piedra Canela,5.824953,-75.475635,Oro-Au,Oro-Au,Sin_Clasificar,ROCA SEDIMENTARIA,-75.475635,5.824953
Productor - Subterráneo,Antioquia,Abejorral,Los Rastrojos,5.835184,-75.483268,Oro-Au,Oro-Au,Sin_Clasificar,ROCA SEDIMENTARIA,-75.483268,5.835184
Productor pasado - Subterráneo,Antioquia,Abejorral,Yarumal,5.843528,-75.34277,Oro-Au,Oro-Au,Sin_Clasificar,ROCA METAMÓRFICA,-75.34277,5.843528
Productor pasado - Subterráneo,Antioquia,Cocorná,<Nulo>,6.010474,-75.0936,Oro-Au,Oro-Au,Sin_Clasificar,ROCA_ÍGNEA_PLUTÓNICA,-75.0936,6.010474
Productor pasado - Subterráneo,Antioquia,San Luis,<Nulo>,6.021249,-75.01901,Oro-Au,Oro-Au,Sin_Clasificar,ROCA_ÍGNEA_PLUTÓNICA,-75.01901,6.021249
Productor pasado - Subterráneo,Antioquia,San Luis,<Nulo>,6.069288,-75.06887,Oro-Au,Oro-Au,Sin_Clasificar,ROCA_ÍGNEA_PLUTÓNICA,-75.06887,6.069288
Productor pasado - Subterráneo,Antioquia,San Carlos,<Nulo>,6.146261,-75.00126,Oro-Au,Oro-Au,Sin_Clasificar,ROCA_ÍGNEA_PLUTÓNICA,-75.00126,6.146261
Productor pasado - Subterráneo,Antioquia,San Carlos,<Nulo>,6.15551,-75.01696,Oro-Au,Oro-Au,Sin_Clasificar,ROCA_ÍGNEA_PLUTÓNICA,-75.01696,6.15551
Productor pasado - Subterráneo,Antioquia,Granada,<Nulo>,6.177649,-75.13908,Oro-Au,Oro-Au,Sin_Clasificar,ROCA_ÍGNEA_PLUTÓNICA,-75.13908,6.177649
Productor pasado - Subterráneo,Antioquia,Guatapé,<Nulo>,6.225133,-75.13014,Oro-Au,Oro-Au,Sin_Clasificar,ROCA_ÍGNEA_PLUTÓNICA,-75.13014,6.225133
Productor pasado - Subterráneo,Antioquia,Alejandría,Tocaima,6.351749,-75.110061,Oro-Au,Oro-Au,Sin_Clasificar,ROCA ÍGNEA PLUTÓNICA,-75.110061,6.351749
Productor pasado - Subterráneo,Antioquia,Alejandría,La Inmaculada,6.358622,-75.06263,Oro-Au,Oro-Au,Sin_Clasificar,ROCA ÍGNEA PLUTÓNICA,-75.06263,6.358622
Productor pasado - Subterráneo,Antioquia,Alejandría,Tocaima,6.374566,-75.074427,Oro-Au,Oro-Au,Sin_Clasificar,ROCA ÍGNEA PLUTÓNICA,-75.074427,6.374566
