IG_EST,IG_DEP,IG_MUN,IG_POB,IG_LAT_W84,IG_LON_W84,D_PR_PAL1,D_MI_PAL1,D_CLAS_DEP,R_RO_HUES,X,Y
Productor pasado - Subterráneo,Antioquia,Andes,San Agustín,5.630247,-75.942078,Oro-Au,,Epitermal,ROCA ÍGNEA PLUTÓNICA,-75.942078,5.630247
Ocurrencia,Antioquia,Andes,La Piedra,5.637197,-75.941661,Oro-Au,Pirita-FeS2,Epitermal,ROCA SEDIMENTARIA,-75.941661,5.637197
Ocurrencia,Antioquia,Andes,La Piedra,5.637731,-75.942157,Oro-Au,Pirita-FeS2,Epitermal,ROCA SEDIMENTARIA,-75.942157,5.637731
Productor pasado - Subterráneo,Antioquia,Andes,La Piedra,5.637948,-75.941958,Oro-Au,Pirita-FeS2,Epitermal,ROCA SEDIMENTARIA,-75.941958,5.637948
Productor pasado - Subterráneo,Antioquia,Andes,La Piedra,5.638425,-75.941036,Oro-Au,Pirita-FeS2,Epitermal,ROCA SEDIMENTARIA,-75.941036,5.638425
Ocurrencia,Antioquia,Andes,La Piedra,5.63848,-75.941352,Oro-Au,Pirita-FeS2,Epitermal,ROCA SEDIMENTARIA,-75.941352,5.63848
Ocurrencia,Antioquia,Andes,La Piedra,5.639934,-75.940591,Oro-Au,,Epitermal,ROCA SEDIMENTARIA,-75.940591,5.639934
Ocurrencia,Antioquia,Andes,La Piedra,5.642589,-75.943456,Oro-Au,,Epitermal,ROCA SEDIMENTARIA,-75.943456,5.642589
Productor pasado - Cielo abierto,Antioquia,Abejorral,Purina,5.711906,-75.438735,Oro-Au,Pirita-FeS2,Epitermal,ROCA METAMÓRFICA,-75.438735,5.711906
Productor pasado - Subterráneo,Antioquia,Abejorral,Purina,5.71868,-75.441458,Oro-Au,Oro-Au,Epitermal,ROCA METAMÓRFICA,-75.441458,5.71868
Prospecto,Antioquia,Titiribí,Vereda Otramina,6.065138,-75.802864,Oro-Au,Oro-Au,Epitermal,ROCA_SUBVOLCÁNICA_HIPOABISAL,-75.802864,6.065138
Productor - Subterráneo,Antioquia,Titiribí,Vereda El Zancudo,6.087459,-75.79489,Oro-Au,Oro-Au,Epitermal,ROCA_METAMÓRFICA,-75.79489,6.087459
Productor pasado - Subterráneo,Antioquia,Alejandría,La Pava,6.330607,-75.085156,Oro-Au,,Epitermal,ROCA ÍGNEA PLUTÓNICA,-75.085156,6.330607
Productor pasado - Subterráneo,Antioquia,Anzá,Anzá,6.337285,-75.88971,Oro-Au,Oro-Au,Epitermal,ROCA_ÍGNEA_VOLCANICLÁSTICA,-75.88971,6.337285
Productor pasado - Subterráneo,Antioquia,Alejandría,Tocaima,6.374374,-75.127264,Oro-Au,Pirita-FeS2,Epitermal,ROCA ÍGNEA PLUTÓNICA,-75.127264,6.374374
Productor pasado - Subterráneo,Antioquia,Alejandría,San Lorenzo,6.386737,-75.046404,Oro-Au,Pirita-FeS2,Epitermal,ROCA ÍGNEA PLUTÓNICA,-75.046404,6.386737
Productor pasado - Subterráneo,Antioquia,Alejandría,San Miguel,6.388041,-75.073971,Oro-Au,,Epitermal,ROCA ÍGNEA PLUTÓNICA,-75.073971,6.388041
Productor pasado - Subterráneo,Antioquia,Alejandría,San Miguel,6.395294,-75.063591,Oro-Au,Pirita-FeS2,Epitermal,ROCA ÍGNEA PLUTÓNICA,-75.063591,6.395294
Productor - Subterráneo,Antioquia,Abriaquí,Piedras,6.627685,-76.143682,Oro-Au,Pirita-FeS2,Epitermal,ROCA SEDIMENTARIA,-76.143682,6.627685
Productor pasado - Subterráneo,Antioquia,Abriaquí,Santa Teresa,6.635903,-76.13074,Oro-Au,Oro-Au,Epitermal,ROCA SEDIMENTARIA,-76.13074,6.635903
Productor pasado - Subterráneo,Antioquia,Abriaquí,Potreros,6.657979,-76.094731,Oro-Au,Pirita-FeS2,Epitermal,ROCA SEDIMENTARIA,-76.094731,6.657979
Productor - Subterráneo,Antioquia,Abriaquí,Potreros,6.676438,-76.044099,Oro-Au,Pirita-FeS2,Epitermal,ROCA ÍGNEA PLUTÓNICA,-76.044099,6.676438
Prospecto,Antioquia,Buriticá,Vereda El Naranjo,6.678514,-75.90163,Oro-Au,<Nulo>,Epitermal,ROCA_ÍGNEA_VOLCÁNICA,-75.90163,6.678514
Productor - Subterráneo,Antioquia,Abriaquí,Santa Teresa,6.682584,-76.044124,Oro-Au,Pirita-FeS2,Epitermal,ROCA ÍGNEA PLUTÓNICA,-76.044124,6.682584
Productor pasado - Subterráneo,Antioquia,Abriaquí,Santa Teresa,6.68915,-76.051924,Oro-Au,Pirita-FeS2,Epitermal,ROCA ÍGNEA PLUTÓNICA,-76.051924,6.68915
Productor pasado - Subterráneo,Antioquia,Abriaquí,Potreros,6.689399,-76.057438,Oro-Au,Pirita-FeS2,Epitermal,ROCA SEDIMENTARIA,-76.057438,6.689399
Productor - Subterráneo,Antioquia,Abriaquí,Santa Teresa,6.693289,-76.056279,Oro-Au,Pirita-FeS2,Epitermal,ROCA SEDIMENTARIA,-76.056279,6.693289
Productor - Subterráneo,Antioquia,Abriaquí,Santa Teresa,6.695451,-76.058005,Oro-Au,Pirita-FeS2,Epitermal,ROCA SEDIMENTARIA,-76.058005,6.695451
Prospecto,Antioquia,Buriticá,Vereda Los Asientos,6.695978,-75.910656,Oro-Au,<Nulo>,Epitermal,ROCA_SUBVOLCÁNICA_HIPOABISAL,-75.910656,6.695978
Prospecto,Antioquia,Buriticá,Vereda El Naranjo,6.697939,-75.90625,Oro-Au,<Nulo>,Epitermal,ROCA_SUBVOLCÁNICA_HIPOABISAL,-75.90625,6.697939
Productor - Subterráneo,Antioquia,Abriaquí,Santa Teresa,6.70125,-76.04972,Oro-Au,Oro-Au,Epitermal,ROCA SEDIMENTARIA,-76.04972,6.70125
Prospecto,Antioquia,Buriticá,Vereda Los Asientos,6.701526,-75.909597,Oro-Au,Oro-Au,Epitermal,ROCA_SUBVOLCÁNICA_HIPOABISAL,-75.909597,6.701526
Productor - Subterráneo,Antioquia,Buriticá,Vereda Los Asientos,6.704625,-75.905283,Oro-Au,Oro-Au,Epitermal,ROCA_SUBVOLCÁNICA_HIPOABISAL,-75.905283,6.704625
Prospecto,Antioquia,Buriticá,Vereda Los Asientos,6.70833,-75.906124,Oro-Au,<Nulo>,Epitermal,ROCA_SUBVOLCÁNICA_HIPOABISAL,-75.906124,6.70833
Prospecto,Antioquia,Buriticá,Vereda Higabra,6.714684,-75.887985,Oro-Au,<Nulo>,Epitermal,ROCA_ÍGNEA_VOLCÁNICA,-75.887985,6.714684
Prospecto,Antioquia,Buriticá,Vereda Pajarito,6.715677,-75.92782,Oro-Au,<Nulo>,Epitermal,ROCA_ÍGNEA_VOLCÁNICA,-75.92782,6.715677
Productor pasado - Subterráneo,Antioquia,Abriaquí,La Antigua,6.720199,-76.06145,Oro-Au,Pirita-FeS2,Epitermal,ROCA SEDIMENTARIA,-76.06145,6.720199
Productor pasado - Subterráneo,Antioquia,Abriaquí,La Antigua,6.72047,-76.061451,Oro-Au,Pirita-FeS2,Epitermal,ROCA SEDIMENTARIA,-76.061451,6.72047
Prospecto,Antioquia,Buriticá,Vereda de Guarco,6.723343,-75.943394,Oro-Au,<Nulo>,Epitermal,ROCA_ÍGNEA_VOLCÁNICA,-75.943394,6.723343
Productor - Subterráneo,Antioquia,Abriaquí,La Timotea,6.731938,-76.063667,Oro-Au,Pirita-FeS2,Epitermal,ROCA SEDIMENTARIA,-76.063667,6.731938
Productor - Subterráneo,Antioquia,Amalfi,Guayabito,6.78457,-75.0497,Oro-Au,,Epitermal,ROCA ÍGNEA PLUTÓNICA,-75.0497,6.78457
Productor pasado - Subterráneo,Antioquia,Liborina,Vereda La Honda,6.785337,-75.821313,Oro-Au,Oro-Au,Epitermal,ROCA_ÍGNEA_PLUTÓNICA,-75.821313,6.785337
Ocurrencia,Antioquia,Gómez Plata,Cañaveral,6.786686,-75.198087,Antimonio-Sb,Pirita-FeS2,Epitermal,ROCA ÍGNEA VOLCÁNICA,-75.198087,6.786686
Ocurrencia,Antioquia,Amalfi,El Guiaco,6.870664,-75.154996,Oro-Au,Pirita-FeS2,Epitermal,ROCA METAMÓRFICA,-75.154996,6.870664
Productor pasado - Subterráneo,Antioquia,Amalfi,Las Ánimas,6.918424,-75.014871,Oro-Au,Oro-Au,Epitermal,ROCA METAMÓRFICA,-75.014871,6.918424
Productor pasado - Subterráneo,Antioquia,Amalfi,La Cristalina,6.925894,-75.118479,Oro-Au,Pirita-FeS2,Epitermal,ROCA METAMÓRFICA,-75.118479,6.925894
Productor pasado - Subterráneo,Antioquia,Amalfi,La Víbora,6.926936,-75.05334,Oro-Au,Pirita-FeS2,Epitermal,ROCA METAMÓRFICA,-75.05334,6.926936
Productor pasado - Subterráneo,Antioquia,Amalfi,Las Ánimas,6.937801,-75.045672,Oro-Au,Pirita-FeS2,Epitermal,ROCA METAMÓRFICA,-75.045672,6.937801
Productor pasado - Subterráneo,Antioquia,Amalfi,Las Ánimas,6.948676,-75.033027,Oro-Au,Pirita-FeS2,Epitermal,ROCA METAMÓRFICA,-75.033027,6.948676
Productor pasado - Subterráneo,Antioquia,Amalfi,Salazar,6.959974,-75.034859,Oro-Au,,Epitermal,ROCA METAMÓRFICA,-75.034859,6.959974
Productor pasado - Subterráneo,Antioquia,Amalfi,La Manguita,6.970814,-75.039405,Oro-Au,Pirita-FeS2,Epitermal,ROCA METAMÓRFICA,-75.039405,6.970814
Productor - Subterráneo,Antioquia,Amalfi,Los Mangos,6.972582,-75.058863,Oro-Au,Oro-Au,Epitermal,ROCA METAMÓRFICA,-75.058863,6.972582
Productor pasado - Subterráneo,Antioquia,Amalfi,Romazón,6.992588,-75.001897,Oro-Au,Oro-Au,Epitermal,ROCA METAMÓRFICA,-75.001897,6.992588
Productor - Subterráneo,Antioquia,Amalfi,Romazón,7.019264,-74.999687,Oro-Au,Pirita-FeS2,Epitermal,ROCA METAMÓRFICA,-74.999687,7.019264
Productor - Subterráneo,Antioquia,Amalfi,La Vetilla,7.173091,-74.933909,Oro-Au,Oro-Au,Epitermal,ROCA METAMÓRFICA,-74.933909,7.173091
Productor - Subterráneo,Antioquia,Amalfi,La Vetilla,7.183049,-74.926685,Oro-Au,Pirita-FeS2,Epitermal,ROCA METAMÓRFICA,-74.926685,7.183049
Productor - Subterráneo,Antioquia,Segovia,Fraguas,7.253,-74.823935,Oro-Au,Pirita-FeS2,Epitermal,ROCA METAMÓRFICA,-74.823935,7.253
Ocurrencia,Bolivar,El Bagre,El Bagre,7.704814,-74.48787,Oro-Au,<Nulo>,Epitermal,ROCA_METAMÓRFICA,-74.48787,7.704814
Ocurrencia,Bolivar,El Bagre,El Bagre,7.704837,-74.4815,Oro-Au,Pirita-FeS2,Epitermal,ROCA_METAMÓRFICA,-74.4815,7.704837
Productor pasado - Subterráneo,Caldas,Anserma,Anserma,5.240128,-75.722607,Cobre-Cu,Bornita-Cu5FeS4,Otros_depósitos_asociados_a_intrusivos,ROCA_ÍGNEA_PLUTÓNICA,-75.722607,5.240128
Productor pasado - Subterráneo,Caldas,Samaná,Samaná,5.381458,-74.99422,Plata-Ag,Galena-PbS,Otros_depósitos_asociados_a_intrusivos,ROCA_ÍGNEA_PLUTÓNICA,-74.99422,5.381458
Ocurrencia,Caldas,Samaná,Samaná,5.417504,-75.003238,Oro-Au,Pirita-FeS2,Otros_depósitos_asociados_a_intrusivos,ROCA_ÍGNEA_PLUTÓNICA,-75.003238,5.417504
Ocurrencia,Caldas,Samaná,Samaná,5.450068,-74.994226,Oro-Au,Pirita-FeS2,Otros_depósitos_asociados_a_intrusivos,ROCA_ÍGNEA_PLUTÓNICA,-74.994226,5.450068
Ocurrencia,Caldas,Samaná,Rancho Largo,5.481763,-74.961831,Cobre-Cu,Pirita-FeS2,Otros_depósitos_asociados_a_intrusivos,ROCA_ÍGNEA_PLUTÓNICA,-74.961831,5.481763
Ocurrencia,Caldas,Samaná,Florencia,5.526823,-75.056645,Plata-Ag,Plata-Ag,Otros_depósitos_asociados_a_intrusivos,ROCA_ÍGNEA_PLUTÓNICA,-75.056645,5.526823
Productor pasado - Subterráneo,Antioquia,Anzá,Anzá,6.286357,-75.958496,Oro-Au,Oro-Au,Otros_depósitos_asociados_a_intrusivos,ROCA_ÍGNEA_VOLCANICLÁSTICA,-75.958496,6.286357
Productor pasado - Subterráneo,Antioquia,Anzá,La Chuscalita (Güintar),6.321818,-75.896021,Oro-Au,Pirita-FeS2,Otros_depósitos_asociados_a_intrusivos,ROCA ÍGNEA PLUTÓNICA,-75.896021,6.321818
Productor - Subterráneo,Antioquia,Anzá,Chuscalita,6.324517,-75.98205,Oro-Au,Calcopirita-CuFeS2,Otros_depósitos_asociados_a_intrusivos,ROCA ÍGNEA VOLCÁNICA,-75.98205,6.324517
Prospecto,Antioquia,Concepción,Concepción,6.338431,-75.26078,Oro-Au,Oro-Au,Otros_depósitos_asociados_a_intrusivos,ROCA_METAMÓRFICA,-75.26078,6.338431
Productor pasado - Subterráneo,Antioquia,Concepción,Concepción,6.345164,-75.25637,Oro-Au,Oro-Au,Otros_depósitos_asociados_a_intrusivos,ROCA_METAMÓRFICA,-75.25637,6.345164
Productor - Subterráneo,Antioquia,Barbosa,La Chorrera,6.403343,-75.344752,Oro-Au,Pirita-FeS2,Otros_depósitos_asociados_a_intrusivos,ROCA METAMORFICA,-75.344752,6.403343
Productor - Subterráneo,Antioquia,Concepción,Concepción,6.406145,-75.301895,Oro-Au,Oro-Au,Otros_depósitos_asociados_a_intrusivos,ROCA_ÍGNEA_PLUTÓNICA,-75.301895,6.406145
Productor - Subterráneo,Antioquia,Girardota,La Holanda,6.406844,-75.478742,Oro-Au,Pirita-FeS2,Otros_depósitos_asociados_a_intrusivos,ROCA METAMÓRFICA,-75.478742,6.406844
Productor - Subterráneo,Antioquia,Puerto Berrío,Caracolí,6.41584,-74.62584,Oro-Au,Pirita-FeS2,Otros_depósitos_asociados_a_intrusivos,ROCA_SEDIMENTARIA,-74.62584,6.41584
Productor - Subterráneo,Antioquia,Puerto Berrío,Caracolí,6.433556,-74.6269,Oro-Au,Oro-Au,Otros_depósitos_asociados_a_intrusivos,ROCA_ÍGNEA_PLUTÓNICA,-74.6269,6.433556
Productor - Subterráneo,Antioquia,Puerto Berrío,Caracolí,6.434366,-74.63071,Oro-Au,Oro-Au,Otros_depósitos_asociados_a_intrusivos,ROCA_ÍGNEA_PLUTÓNICA,-74.63071,6.434366
Productor - Subterráneo,Antioquia,Puerto Berrío,Caracolí,6.436061,-74.62677,Oro-Au,Oro-Au,Otros_depósitos_asociados_a_intrusivos,ROCA_SEDIMENTARIA,-74.62677,6.436061
Productor - Subterráneo,Antioquia,Puerto Berrío,Caracolí,6.437968,-74.627884,Oro-Au,Oro-Au,Otros_depósitos_asociados_a_intrusivos,ROCA_SEDIMENTARIA,-74.627884,6.437968
Productor - Subterráneo,Antioquia,Puerto Berrío,Caracolí,6.440064,-74.63783,Oro-Au,Oro-Au,Otros_depósitos_asociados_a_intrusivos,ROCA_ÍGNEA_PLUTÓNICA,-74.63783,6.440064
Productor - Subterráneo,Antioquia,Puerto Berrío,Caracolí,6.442077,-74.63219,Oro-Au,Oro-Au,Otros_depósitos_asociados_a_intrusivos,ROCA_ÍGNEA_PLUTÓNICA,-74.63219,6.442077
Productor - Subterráneo,Antioquia,Puerto Berrío,Caracolí,6.44229,-74.62778,Oro-Au,Oro-Au,Otros_depósitos_asociados_a_intrusivos,ROCA_SEDIMENTARIA,-74.62778,6.44229
Productor - Subterráneo,Antioquia,Puerto Berrío,Caracolí,6.44794,-74.629456,Oro-Au,Oro-Au,Otros_depósitos_asociados_a_intrusivos,ROCA_SEDIMENTARIA,-74.629456,6.44794
Productor - Subterráneo,Antioquia,Puerto Berrío,Caracolí,6.450381,-74.62941,Oro-Au,Oro-Au,Otros_depósitos_asociados_a_intrusivos,ROCA_SEDIMENTARIA,-74.62941,6.450381
Productor - Subterráneo,Antioquia,Puerto Berrío,Caracolí,6.452668,-74.629906,Oro-Au,Oro-Au,Otros_depósitos_asociados_a_intrusivos,ROCA_SEDIMENTARIA,-74.629906,6.452668
Prospecto desarrollado,Antioquia,San Roque,San Roque,6.50383,-74.93714,Oro-Au,Oro-Au,Otros_depósitos_asociados_a_intrusivos,ROCA_ÍGNEA_PLUTÓNICA,-74.93714,6.50383
Prospecto,Antioquia,San Roque,San Roque,6.506181,-74.92619,Oro-Au,Oro-Au,Otros_depósitos_asociados_a_intrusivos,ROCA_ÍGNEA_PLUTÓNICA,-74.92619,6.506181
Prospecto desarrollado,Antioquia,San Roque,San Roque,6.508802,-74.91362,Oro-Au,Oro-Au,Otros_depósitos_asociados_a_intrusivos,ROCA_ÍGNEA_PLUTÓNICA,-74.91362,6.508802
Productor - Subterráneo,Antioquia,Don Matías,La Montera,6.51542,-75.294521,Oro-Au,Oro-Au,Otros_depósitos_asociados_a_intrusivos,ROCA ÍGNEA PLUTÓNICA,-75.294521,6.51542
Productor - Subterráneo,Antioquia,Santo Domingo,Cisneros,6.52429,-75.11799,Oro-Au,Oro-Au,Otros_depósitos_asociados_a_intrusivos,ROCA_ÍGNEA_PLUTÓNICA,-75.11799,6.52429
Prospecto desarrollado,Antioquia,San Roque,San Roque,6.525542,-74.944824,Oro-Au,Oro-Au,Otros_depósitos_asociados_a_intrusivos,ROCA_ÍGNEA_PLUTÓNICA,-74.944824,6.525542
Productor pasado - Subterráneo,Antioquia,Santo Domingo,Cisneros,6.528658,-75.12332,Oro-Au,Oro-Au,Otros_depósitos_asociados_a_intrusivos,ROCA_ÍGNEA_PLUTÓNICA,-75.12332,6.528658
Prospecto desarrollado,Antioquia,Santo Domingo,Cisneros,6.532483,-75.13222,Oro-Au,Oro-Au,Otros_depósitos_asociados_a_intrusivos,ROCA_ÍGNEA_PLUTÓNICA,-75.13222,6.532483
Productor - Subterráneo,Antioquia,Santo Domindo,Limón,6.532838,-75.130835,Oro-Au,Pirita-FeS2,Otros_depósitos_asociados_a_intrusivos,ROCA ÍGNEA PLUTÓNICA,-75.130835,6.532838
Productor pasado - Subterráneo,Antioquia,Santo Domingo,Cisneros,6.539236,-75.14113,Oro-Au,Oro-Au,Otros_depósitos_asociados_a_intrusivos,ROCA_ÍGNEA_PLUTÓNICA,-75.14113,6.539236
Productor - Subterráneo,Antioquia,Santa Rosa de Osos,San Ramón,6.611574,-75.370344,Oro-Au,Pirita-FeS2,Otros_depósitos_asociados_a_intrusivos,ROCA ÍGNEA PLUTÓNICA,-75.370344,6.611574
Ocurrencia,Antioquia,Santa Rosa de Osos,Playa Larga,6.615917,-75.401629,Oro-Au,,Otros_depósitos_asociados_a_intrusivos,ROCA ÍGNEA PLUTÓNICA,-75.401629,6.615917
Productor - Subterráneo,Antioquia,Santa Rosa de Osos,Playa Larga,6.625394,-75.405612,Oro-Au,Pirita-FeS2,Otros_depósitos_asociados_a_intrusivos,ROCA ÍGNEA PLUTÓNICA,-75.405612,6.625394
Productor - Subterráneo,Antioquia,Santa Rosa de Osos,Malambo,6.630846,-75.415517,Oro-Au,,Otros_depósitos_asociados_a_intrusivos,ROCA ÍGNEA PLUTÓNICA,-75.415517,6.630846
Productor - Subterráneo,Antioquia,Gómez Plata,Angosturita,6.666415,-75.222407,Oro-Au,Pirita-FeS2,Otros_depósitos_asociados_a_intrusivos,ROCA ÍGNEA PLUTÓNICA,-75.222407,6.666415
Ocurrencia,Antioquia,Liborina,Vereda San Diego,6.72435,-75.782732,Oro-Au,Oro-Au,Otros_depósitos_asociados_a_intrusivos,ROCA_METAMÓRFICA,-75.782732,6.72435
Ocurrencia,Antioquia,Sabanalarga,Vereda La Pedrona,6.787458,-75.802505,Oro-Au,Oro-Au,Otros_depósitos_asociados_a_intrusivos,ROCA_METAMÓRFICA,-75.802505,6.787458
Productor pasado - Subterráneo,Antioquia,Gómez Plata,Guadalupe,6.796625,-75.196754,Oro-Au,Oro-Au,Otros_depósitos_asociados_a_intrusivos,ROCA_ÍGNEA_PLUTÓNICA,-75.196754,6.796625
Productor pasado - Subterráneo,Antioquia,Guadalupe,Guadalupe,6.811369,-75.235916,Oro-Au,Oro-Au,Otros_depósitos_asociados_a_intrusivos,ROCA_ÍGNEA_PLUTÓNICA,-75.235916,6.811369
Productor pasado - Subterráneo,Antioquia,Guadalupe,Guadalupe,6.814571,-75.21202,Oro-Au,Oro-Au,Otros_depósitos_asociados_a_intrusivos,ROCA_SEDIMENTARIA,-75.21202,6.814571
Ocurrencia,Antioquia,Guadalupe,Guanteros,6.828521,-75.227517,Oro-Au,Pirita-FeS2,Otros_depósitos_asociados_a_intrusivos,ROCA ÍGNEA PLUTÓNICA,-75.227517,6.828521
Ocurrencia,Antioquia,Vegachí,Moná,6.880928,-74.758532,Oro-Au,Pirita-FeS2,Otros_depósitos_asociados_a_intrusivos,ROCA METAMORFICA,-74.758532,6.880928
Productor pasado - Cielo abierto,Antioquia,Guadalupe,Amalfi,6.902773,-75.17522,Oro-Au,Pirita-FeS2,Otros_depósitos_asociados_a_intrusivos,ROCA_METAMÓRFICA,-75.17522,6.902773
Productor - Subterráneo,Antioquia,Remedios,San Cristobal,6.924787,-74.740987,Oro-Au,Pirita-FeS2,Otros_depósitos_asociados_a_intrusivos,ROCA ÍGNEA PLUTÓNICA,-74.740987,6.924787
Productor - Subterráneo,Antioquia,Amalfi,Romazón,6.992471,-75.001227,Oro-Au,Oro-Au,Otros_depósitos_asociados_a_intrusivos,ROCA METAMÓRFICA,-75.001227,6.992471
Productor - Subterráneo,Antioquia,Amalfi,Romazón,6.997011,-75.000639,Oro-Au,Oro-Au,Otros_depósitos_asociados_a_intrusivos,ROCA METAMÓRFICA,-75.000639,6.997011
Prospecto desarrollado,Antioquia,Remedios,Remedios,7.0245,-74.6972,Oro-Au,Oro-Au,Otros_depósitos_asociados_a_intrusivos,ROCA_ÍGNEA_PLUTÓNICA,-74.6972,7.0245
Productor - Subterráneo,Antioquia,Remedios,Segovia,7.0395,-74.8006,Oro-Au,<Nulo>,Otros_depósitos_asociados_a_intrusivos,ROCA_ÍGNEA_PLUTÓNICA,-74.8006,7.0395
Productor - Subterráneo,Antioquia,Remedios,Segovia,7.042,-74.788,Oro-Au,<Nulo>,Otros_depósitos_asociados_a_intrusivos,ROCA_ÍGNEA_PLUTÓNICA,-74.788,7.042
Productor - Subterráneo,Antioquia,Remedios,Segovia,7.04355,-74.7348,Oro-Au,<Nulo>,Otros_depósitos_asociados_a_intrusivos,ROCA_ÍGNEA_PLUTÓNICA,-74.7348,7.04355
Productor - Subterráneo,Antioquia,Remedios,Segovia,7.0442,-74.7721,Oro-Au,<Nulo>,Otros_depósitos_asociados_a_intrusivos,ROCA_ÍGNEA_PLUTÓNICA,-74.7721,7.0442
Prospecto desarrollado,Antioquia,Remedios,Segovia,7.0604,-74.6943,Oro-Au,Oro-Au,Otros_depósitos_asociados_a_intrusivos,ROCA_ÍGNEA_PLUTÓNICA,-74.6943,7.0604
Prospecto desarrollado,Antioquia,Remedios,Segovia,7.0675,-74.7171,Oro-Au,Oro-Au,Otros_depósitos_asociados_a_intrusivos,ROCA_ÍGNEA_PLUTÓNICA,-74.7171,7.0675
Productor - Subterráneo,Antioquia,Remedios,Juan Bran,7.068246,-74.710556,Oro-Au,Pirita-FeS2,Otros_depósitos_asociados_a_intrusivos,ROCA ÍGNEA PLUTÓNICA,-74.710556,7.068246
Productor - Subterráneo,Antioquia,Remedios,Juan Bran,7.080558,-74.681191,Oro-Au,Pirita-FeS2,Otros_depósitos_asociados_a_intrusivos,ROCA ÍGNEA PLUTÓNICA,-74.681191,7.080558
Productor - Subterráneo,Antioquia,Segovia,Popales,7.082995,-74.709,Oro-Au,Oro-Au,Otros_depósitos_asociados_a_intrusivos,ROCA ÍGNEA PLUTÓNICA,-74.709,7.082995
Productor - Subterráneo,Antioquia,Segovia,El Aporriado,7.08593,-74.687458,Oro-Au,Oro-Au,Otros_depósitos_asociados_a_intrusivos,ROCA ÍGNEA PLUTÓNICA,-74.687458,7.08593
Productor - Subterráneo,Antioquia,Segovia,Fraguas,7.290834,-74.84087,Oro-Au,Pirita-FeS2,Otros_depósitos_asociados_a_intrusivos,ROCA METAMÓRFICA,-74.84087,7.290834
Productor - Subterráneo,Antioquia,Zaragoza,El Limón,7.449128,-74.863153,Oro-Au,Oro-Au,Otros_depósitos_asociados_a_intrusivos,ROCA METAMÓRFICA,-74.863153,7.449128
Productor - Subterráneo,Antioquia,Zaragoza,Vereda Cordero,7.528556,-74.804886,Oro-Au,Oro-Au,Otros_depósitos_asociados_a_intrusivos,ROCA_ÍGNEA_PLUTÓNICA,-74.804886,7.528556
Productor pasado - Subterráneo,Antioquia,Zaragoza,Naranjal,7.562547,-74.830091,Oro-Au,,Otros_depósitos_asociados_a_intrusivos,ROCA ÍGNEA PLUTÓNICA,-74.830091,7.562547
Productor - Subterráneo,Antioquia,Zaragoza,Naranjal,7.566028,-74.819028,Oro-Au,Oro-Au,Otros_depósitos_asociados_a_intrusivos,ROCA ÍGNEA PLUTÓNICA,-74.819028,7.566028
Prospecto,Risaralda,Santa Rosa De Cabal,<Nulo>,4.91706,-75.698348,Oro-Au,Oro-Au,Pórfido,ROCA ÍGNEA VOLCÁNICA,-75.698348,4.91706
Productor pasado - Subterráneo,Caldas,Villamaría,La Enea,5.014385,-75.42163,Oro-Au,Oro-Au,Pórfido,ROCA_ÍGNEA_VOLCÁNICA,-75.42163,5.014385
Ocurrencia,Caldas,Neira,Neira,5.195965,-75.41624,Oro-Au,Oro-Au,Pórfido,ROCA_ÍGNEA_VOLCÁNICA,-75.41624,5.195965
Ocurrencia,Caldas,Anserma,Anserma,5.23465,-75.76639,Molibdeno-Mo,Molibdenita-MoS2,Pórfido,ROCA_ÍGNEA_VOLCÁNICA,-75.76639,5.23465
Productor pasado - Subterráneo,Caldas,Anserma,Anserma,5.244323,-75.725903,Cobre-Cu,Calcosina-β-Cu2S,Pórfido,ROCA_ÍGNEA_PLUTÓNICA,-75.725903,5.244323
Ocurrencia,Caldas,Neira,Irra,5.245389,-75.684469,Oro-Au,Oro-Au,Pórfido,ROCA_ÍGNEA_PLUTÓNICA,-75.684469,5.245389
Ocurrencia,Caldas,Neira,Irra,5.2475,-75.677999,Oro-Au,Oro-Au,Pórfido,ROCA_ÍGNEA_PLUTÓNICA,-75.677999,5.2475
Ocurrencia,Caldas,Neira,Irra,5.248063,-75.687159,Oro-Au,Oro-Au,Pórfido,ROCA_ÍGNEA_PLUTÓNICA,-75.687159,5.248063
Ocurrencia,Caldas,Neira,Irra,5.248992,-75.678131,Oro-Au,Oro-Au,Pórfido,ROCA_ÍGNEA_PLUTÓNICA,-75.678131,5.248992
Ocurrencia,Caldas,Neira,Irra,5.256142,-75.682038,Oro-Au,Oro-Au,Pórfido,ROCA_ÍGNEA_PLUTÓNICA,-75.682038,5.256142
Ocurrencia,Caldas,Neira,Irra,5.25777,-75.68297,Oro-Au,Oro-Au,Pórfido,ROCA_ÍGNEA_PLUTÓNICA,-75.68297,5.25777
Prospecto,Risaralda,Quinchía,Quinchía,5.288013,-75.687157,Oro-Au,<Nulo>,Pórfido,ROCA_SEDIMENTARIA,-75.687157,5.288013
Prospecto,Risaralda,Quinchía,Quinchía,5.293579,-75.714225,Oro-Au,Calcopirita-CuFeS2,Pórfido,ROCA_ÍGNEA_VOLCÁNICA,-75.714225,5.293579
Prospecto,Risaralda,Quinchía,Quinchía,5.300283,-75.711633,Oro-Au,Calcopirita-CuFeS2,Pórfido,ROCA_ÍGNEA_VOLCÁNICA,-75.711633,5.300283
